chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
chr3R,28945849,-,3.22,1,0.763,1
chr3R,28952797,+,2.75,1,0.836,1
chr3R,28961793,-,1.92,1,0.787,1
chr3R,28972321,+,4.26,0.983,0.738,1
chr3R,28978173,-,2.97,1,0.721,1
chr3R,29010935,-,3.16,1,1,1
chr3R,29013393,+,4.84,0.981,0.926,1
chr3R,29022653,+,3.46,0.98,0.77,1
chr3R,29068078,-,3.7,1,1,1
chr3R,29075127,+,2.46,1,0.729,1
chr3R,29080459,+,2.91,0.984,0.734,1
chr3R,29082279,-,4.83,1,0.772,1
chr3R,29083977,+,4.65,1,0.795,1
chr3R,29120665,-,5.22,1,1,1
chr3R,29128296,-,3.52,1,0.86,1
chr3R,29130890,+,6.5,1,0.984,1
chr3R,29170574,+,5.28,1,0.939,1
chr3R,29173051,-,2.77,1,0.713,1
chr3R,29196470,+,3.65,1,0.84,1
chr3R,29196900,+,3.76,0.989,0.798,0.999
chr3R,29201889,+,3.18,1,0.83,1
chr3R,29216736,+,4.21,0.98,0.934,0.991
chr3R,29237355,+,3.03,1,1,1
chr3R,29251316,-,3.06,0.949,0.701,1
chr3R,29254535,+,2.59,1,0.74,1
chr3R,29256460,+,3.93,1,0.764,1
chr3R,29264234,-,2.5,1,0.707,1
chr3R,29284912,-,1.89,0.886,0.844,0.94
chr3R,29290042,+,2.5,0.975,0.745,0.995
chr3R,29308117,-,3.42,0.946,0.728,1
chr3R,29311822,+,3.71,0.986,0.814,1
chr3R,29314850,+,4.55,1,0.825,1
chr3R,29319185,-,3.96,1,0.836,1
chr3R,29327554,+,3.21,1,1,1
chr3R,29374463,+,3.3,1,0.777,1
chr3R,29378084,+,1.6,0.675,0.561,0.787
chr3R,29389761,-,3.68,0.896,0.704,1
chr3R,29401480,-,3.65,1,0.719,1
chr3R,29417138,+,2.67,1,0.952,1
chr3R,29417948,-,3.05,1,0.915,1
chr3R,29423563,-,2.6,0.987,0.707,1
chr3R,29428120,-,3.33,1,0.903,1
chr3R,29431166,+,3.57,0.979,0.73,0.997
chr3R,29435943,+,2.57,1,1,1
chr3R,29439199,-,1.89,0.529,0.394,0.647
chr3R,29442087,+,3.22,1,0.811,1
chr3R,29445757,-,2.92,0.846,0.652,0.941
chr3R,29457640,+,3.16,1,0.944,1
chr3R,29460008,-,3.81,1,0.906,1
chr3R,29475207,+,1.76,0.514,0.383,0.625
chr3R,29475793,+,1.97,0.29,0.167,0.435
chr3R,29525520,-,3.89,1,0.946,1
chr3R,29544695,-,3.62,1,0.832,1
chr3R,29564359,+,2.95,0.473,0.343,0.595
chr3R,29600199,-,3.65,0.983,0.702,1
chr3R,29601770,-,3.4,1,1,1
chr3R,29601890,+,2.68,1,0.978,1
chr3R,29612182,+,2.23,1,0.72,1
chr3R,29617724,-,2.74,0.98,0.973,0.995
chr3R,29634834,-,3.47,0.999,0.917,0.999
chr3R,29641860,+,3.57,0.995,0.746,0.998
chr3R,29660184,+,2.73,1,0.789,1
chr3R,29662553,-,2.05,1,0.779,1
chr3R,29679959,+,3.08,1,0.735,1
chr3R,29753091,-,2.14,0.643,0.479,0.736
chr3R,29781772,-,2.1,0.655,0.521,0.783
chr3R,29807145,-,2.88,1,0.764,1
chr3R,29864284,-,1.86,0.533,0.383,0.656
chr3R,29885123,+,4.96,1,0.988,1
chr3R,29918080,+,3.06,1,0.82,1
chr3R,29920397,+,4.6,1,1,1
chr3R,29951406,+,3.75,0.994,0.857,0.999
chr3R,29980235,+,3.19,0.979,0.763,1
chr3R,29990283,-,2.71,0.998,0.799,1
chr3R,30008922,-,3.86,0.993,0.831,1
chr3R,30009208,+,2.46,1,1,1
chr3R,30023078,+,3.67,1,1,1
chr3R,30023109,+,3.7,1,1,1
chr3R,30034784,-,3.35,1,1,1
chr3R,30041404,+,3.32,0.984,0.709,1
chr3R,30081853,+,3.54,1,0.821,1
chr3R,30090828,-,4.29,1,0.759,1
chr3R,30094242,+,3.93,1,1,1
chr3R,30107356,-,3.3,1,1,1
chr3R,30116207,-,3.23,1,0.718,1
chr3R,30116628,+,3.16,0.999,0.965,1
chr3R,30118276,+,2.87,1,1,1
chr3R,30121409,+,2.48,1,0.892,1
chr3R,30125038,+,1.82,0.964,0.894,0.994
chr3R,30127027,-,3.74,1,0.852,1
chr3R,30141092,-,1.63,0.553,0.458,0.636
chr3R,30186688,-,4.1,0.993,0.738,1
chr3R,30231163,+,4.2,0.993,0.765,0.996
chr3R,30233097,+,2.78,1,0.763,1
chr3R,30249845,-,3.93,0.966,0.724,1
chr3R,30257973,-,1.95,0.542,0.415,0.686
chr3R,30266290,-,3.35,0.961,0.755,0.998
chr3R,30299000,-,3.23,0.993,0.741,0.998
chr3R,30311701,-,1.7,0.603,0.533,0.681
chr3R,30317653,-,2.81,0.997,0.775,1
chr3R,30325557,+,3.27,0.987,0.817,0.993
chr3R,30387381,-,3.07,0.997,0.997,1
chr3R,30391370,-,3.32,0.942,0.737,1
chr3R,30395503,-,1.59,0.731,0.558,0.791
chr3R,30399299,-,1.59,0.706,0.656,0.769
chr3R,30444224,-,3.22,1,0.863,1
chr3R,30452242,-,3.01,1,0.827,1
chr3R,30483792,-,3.26,1,0.775,1
chr3R,30495214,+,3.46,0.929,0.706,1
chr3R,30496835,+,1.78,0.635,0.53,0.771
chr3R,30511033,+,3.08,0.998,0.997,1
chr3R,30536033,-,4.07,0.994,0.986,1
chr3R,30562086,+,2.94,0.983,0.732,1
chr3R,30575781,+,2.34,1,0.799,1
chr3R,30615973,-,2.89,1,0.907,1
chr3R,30620701,-,3.14,1,0.732,1
chr3R,30631229,+,2.66,1,1,1
chr3R,30641074,+,2.49,0.956,0.768,1
chr3R,30674692,+,4.09,1,0.806,1
chr3R,30677202,+,1.92,0.714,0.63,0.805
chr3R,30689741,-,3.99,1,1,1
chr3R,30693551,+,3.48,1,0.788,1
chr3R,30719764,+,1.84,0.694,0.56,0.806
chr3R,30733971,-,5.11,1,0.804,1
chr3R,30739079,-,3.27,1,0.772,1
chr3R,30755164,-,2.84,0.998,0.806,1
chr3R,30756462,+,1.78,0.788,0.661,0.829
chr3R,30759128,+,2.88,1,0.954,1
chr3R,30766721,+,3.17,1,0.989,1
chr3R,30768983,+,3.41,1,1,1
chr3R,30799962,+,2.2,1,1,1
chr3R,30811511,-,6.33,1,0.806,1
chr3R,30812531,-,2.4,0.773,0.696,0.858
chr3R,30814377,+,2.85,0.991,0.988,1
chr3R,30836020,-,3.11,1,0.792,1
chr3R,30843576,-,5.79,1,0.896,1
chr3R,30846430,-,2.85,0.985,0.725,1
chr3R,30849433,+,4.55,0.994,0.801,1
chr3R,30855473,-,1.73,0.936,0.704,0.952
chr3R,30871532,+,3.09,1,0.72,1
chr3R,30882604,+,1.66,0.78,0.701,0.848
chr3R,30892553,+,3.52,1,0.91,1
chr3R,30905503,-,4.19,0.987,0.978,0.995
chr3R,30907253,-,2.59,1,1,1
chr3R,30927410,+,4.82,1,0.856,1
chr3R,30940152,-,3.57,1,0.879,1
chr3R,30940347,-,6.19,1,1,1
chr3R,31003129,+,1.69,0.837,0.629,0.871
chr3R,31004916,-,1.86,0.798,0.602,0.851
chr3R,31034947,+,4.45,1,1,1
chr3R,31041280,-,2.37,1,0.703,1
chr3R,31057046,+,2.98,1,0.899,1
chr3R,31078216,-,3.42,1,0.986,1
chr3R,31089214,-,1.78,0.743,0.659,0.823
chr3R,31153158,+,2.62,0.561,0.406,0.682
chr3R,31153430,+,2.63,0.247,0.11,0.389
chr3R,31153441,+,5.11,1,0.825,1
chr3R,31157525,+,3.26,1,0.748,1
chr3R,31199709,-,3.6,1,1,1
chr3R,31223585,+,3.67,1,0.813,1
chr3R,31228668,-,2.99,1,0.715,1
chr3R,31276006,+,3.58,0.984,0.726,1
chr3R,31288751,-,3.32,0.984,0.747,1
chr3R,31299332,+,2.85,1,0.964,1
chr3R,31300763,+,3.59,1,1,1
chr3R,31337718,+,1.8,0.634,0.556,0.706
chr3R,31353959,-,3.8,1,0.789,1
chr3R,31361545,+,2.04,0.984,0.911,1
chr3R,31399092,-,2.8,1,0.793,1
chr3R,31406432,-,1.74,0.274,0.132,0.397
chr3R,31406616,-,1.88,0.275,0.174,0.45
chr3R,31409186,-,1.99,0.373,0.237,0.5
chr3R,31422677,-,1.79,0.762,0.688,0.823
chr3R,31436169,+,3.21,0.994,0.991,1
chr3R,31442799,+,2.84,1,0.85,1
chr3R,31469214,+,3.93,1,0.806,1
chr3R,31483296,-,3.17,1,1,1
chr3R,31484858,-,3.04,1,0.785,1
chr3R,31491038,-,3.23,0.985,0.982,0.992
chr3R,31496416,-,2.91,1,0.77,1
chr3R,31516471,+,2.56,0.998,0.802,1
chr3R,31521550,+,3.24,0.994,0.922,0.996
chr3R,31535071,+,4.85,1,0.983,1
chr3R,31560581,-,8.54,1,0.903,1
chr3R,31574157,-,2.81,1,0.82,1
chr3R,31585465,+,2.62,0.998,0.813,1
chr3R,31627513,+,2.52,1,0.864,1
chr3R,31632257,-,2.02,0.72,0.64,0.811
chr3R,31647435,+,2.96,0.996,0.748,1
chr3R,31647806,+,3.39,0.962,0.718,1
chr3R,31696519,-,3.86,1,0.883,1
chr3R,31704277,-,2.71,1,0.72,1
chr3R,31753368,+,3.08,0.999,0.75,1
chr3R,31757224,+,2.52,1,0.75,1
chr3R,31779108,-,5.03,1,0.735,1
chr3R,31795059,+,11.41,0.97,0.776,1
chr3R,31834574,-,1.89,0.198,0.084,0.337
chr3R,31841550,+,2.53,1,0.749,1
chr3R,31853437,-,1.64,0.489,0.37,0.615
chr3R,31858146,+,2.43,1,1,1
chr3R,31860785,-,2.32,0.57,0.427,0.71
chr3R,31861801,+,2.05,0.393,0.251,0.521
chr3R,31871238,+,2.74,1,1,1
chr3R,31874997,-,1.63,0.546,0.329,0.627
chr3R,31880302,-,1.82,0.712,0.651,0.787
chr3R,31883557,+,2.81,1,0.855,1
chr3R,31883828,+,3.74,0.936,0.726,1
chr3R,31886712,-,3.08,1,0.835,1
chr3R,31887022,-,1.95,0.386,0.26,0.551
chr3R,31888783,-,1.59,0.232,0.108,0.373
chr3R,31891119,+,1.7,0.216,0.072,0.367
chr3R,31891479,-,3.78,0.945,0.771,1
chr3R,31896311,+,2.94,0.985,0.748,1
chr3R,31899194,+,1.5,0.334,0.265,0.411
chr3R,31899411,+,4.18,0.924,0.732,1
chr3R,31935506,-,1.53,0.637,0.527,0.744
chr3R,31938192,+,3.61,0.514,0.361,0.652
chr3R,31940627,+,2.28,0.996,0.781,0.997
chr3R,31942575,-,1.91,0.173,0.069,0.279
chr3R,31944393,-,1.97,1,1,1
chr3R,31944917,-,1.58,0.166,0.047,0.282
chr3R,31979044,-,4.91,0.986,0.847,1
chr3R,31983142,+,3.82,0.441,0.276,0.555
chr3R,31987082,+,1.62,0.364,0.242,0.518
chr3R,32010294,+,2.75,1,0.771,1
chr3R,32015513,-,1.8,0.94,0.702,1
chr3R,32016027,+,1.49,0.989,0.873,0.991
chr3R,32021245,+,1.49,0.119,0,0.233
chr3R,32033564,+,2.62,1,0.997,1
chr3R,32044476,-,4.23,0.984,0.815,1
chr3R,32047041,-,3.12,1,0.876,1
chr3R,32049585,-,2.53,0.952,0.718,1
chr3R,32076298,-,3.73,1,0.804,1
chr4,16285,-,2.76,1,1,1
chr4,42600,-,3.96,1,0.769,1
chr4,54800,+,3.39,1,0.897,1
chr4,60833,-,3.35,1,1,1
chr4,61624,+,3.79,0.973,0.705,1
chr4,72593,+,2.93,1,0.979,1
chr4,73683,-,5.21,0.971,0.776,1
chr4,80220,-,3.14,1,0.722,1
chr4,93343,-,2.59,1,0.703,1
chr4,94715,+,3.16,1,0.838,1
chr4,99393,-,5.86,1,0.915,1
chr4,109341,+,1.83,0.831,0.785,0.87
chr4,136087,+,2.27,1,1,1
chr4,158645,-,2.5,1,0.746,1
chr4,170533,-,6,1,0.868,1
chr4,176735,-,4.47,1,0.766,1
chr4,191622,-,3.13,1,0.71,1
chr4,198655,-,3.14,1,0.757,1
chr4,206430,+,2.32,0.832,0.733,0.933
chr4,214395,+,4.24,1,0.792,1
chr4,226317,-,2.57,1,0.729,1
chr4,236803,-,2.99,0.97,0.745,1
chr4,255314,-,2.05,0.904,0.686,0.974
chr4,255481,+,7.69,1,1,1
chr4,273260,-,3.91,1,0.878,1
chr4,284774,-,3.87,1,0.963,1
chr4,288523,-,4.03,1,1,1
chr4,290277,+,2.43,0.997,0.859,1
chr4,321916,+,2.91,1,1,1
chr4,322518,+,1.83,0.729,0.658,0.805
chr4,345045,+,3.67,0.976,0.732,1
chr4,367800,-,4.52,1,0.824,1
chr4,382316,-,4.16,1,0.956,1
chr4,387185,-,3.21,0.997,0.763,1
chr4,390482,-,2.49,1,0.741,1
chr4,392475,-,2.05,0.999,0.999,1
chr4,408565,+,3.22,1,1,1
chr4,437076,+,2.28,1,1,1
chr4,444147,+,2.38,1,0.724,1
chr4,444566,-,1.82,0.711,0.536,0.787
chr4,476158,+,2.39,0.985,0.724,1
chr4,477102,+,3.61,0.964,0.888,0.981
chr4,478826,-,2.5,0.901,0.707,1
chr4,506678,+,2.56,0.983,0.797,1
chr4,518847,+,2.8,0.976,0.717,1
chr4,535186,-,1.79,0.807,0.625,0.861
chr4,548925,+,2.56,0.948,0.701,1
chr4,554184,-,4.64,0.997,0.972,1
chr4,561149,-,3.22,0.955,0.724,1
chr4,562047,+,3.06,1,0.717,1
chr4,574964,-,3.61,1,0.726,1
chr4,576560,+,3.96,1,1,1
chr4,582625,+,3.13,0.955,0.726,0.996
chr4,584548,+,2.54,1,0.839,1
chr4,588785,-,2.07,0.746,0.633,0.85
chr4,612333,-,3.31,0.944,0.716,1
chr4,655394,-,3.07,1,1,1
chr4,657287,-,3.38,0.989,0.765,0.995
chr4,690227,+,6.23,1,1,1
chr4,691573,-,3.38,1,0.937,1
chr4,703208,+,2.53,0.993,0.973,1
chr4,719272,+,2.6,1,1,1
chr4,725848,+,3.79,0.999,0.796,1
chr4,728128,-,2.63,1,0.704,1
chr4,755386,+,3.52,0.969,0.735,1
chr4,783555,-,3.64,1,1,1
chr4,784506,-,3.45,0.998,0.747,1
chr4,819396,-,3.89,0.992,0.991,1
chr4,828176,+,3.27,0.998,0.89,0.999
chr4,828179,-,4.24,1,0.811,1
chr4,832999,-,2.51,1,0.813,1
chr4,841984,-,3.18,1,0.851,1
chr4,847741,-,1.84,0.596,0.484,0.692
chr4,857857,+,2.61,1,0.99,1
chr4,861162,-,1.67,0.473,0.332,0.627
chr4,861299,-,1.72,0.264,0.117,0.399
chr4,868022,+,3.31,1,0.848,1
chr4,868999,+,5.24,1,0.895,1
chr4,881769,+,1.77,0.431,0.291,0.581
chr4,898973,+,3.28,1,0.782,1
chr4,901480,-,2.23,1,0.709,1
chr4,903529,+,1.61,0.113,0,0.274
chr4,919714,-,1.96,0.293,0.114,0.389
chr4,926247,-,1.8,0.449,0.332,0.578
chr4,937534,+,1.62,0.138,0.033,0.322
chr4,937675,+,2.74,1,0.755,1
chr4,948388,+,3.43,1,0.915,1
chr4,951062,-,4.54,0.952,0.718,1
chr4,959760,-,3.18,1,0.751,1
chr4,978672,+,3.57,0.936,0.722,1
chr4,979151,-,3.44,0.525,0.388,0.684
chr4,979174,-,2.47,0.243,0.19,0.351
chr4,979176,-,2.02,1,1,1
chr4,979180,-,1.68,0.147,0,0.262
chr4,979182,-,2.33,0.323,0.181,0.473
chr4,985411,+,4.69,1,0.795,1
chr4,986555,-,4,1,1,1
chr4,1022916,+,3.2,1,0.763,1
chr4,1038726,+,3.5,1,0.731,1
chr4,1045618,+,4.49,0.958,0.73,0.996
chr4,1068804,+,2.79,1,0.765,1
chr4,1084025,-,4.42,1,0.814,1
chr4,1088116,-,4,0.999,0.777,1
chr4,1093651,+,2.67,1,0.927,1
chr4,1101167,+,3.34,1,0.92,1
chr4,1142005,-,2.67,1,0.714,1
chr4,1143376,+,3.31,1,0.711,1
chr4,1160090,-,2.35,1,0.775,1
chr4,1175059,-,4.98,0.962,0.715,1
chr4,1254068,+,3.05,1,0.829,1
chr4,1261625,+,1.75,0.781,0.717,0.851
chr4,1279048,+,3.35,0.995,0.888,1
chrM,784,+,1.52,0.118,0,0.282
chrM,1739,+,1.73,1,0.825,1
chrM,2119,-,4.7,0.935,0.705,1
chrM,2142,+,1.87,0.861,0.746,0.883
chrM,3034,+,1.68,0.705,0.621,0.78
chrM,3848,+,2.39,0.389,0.279,0.526
chrM,4011,+,1.65,0.266,0.16,0.397
chrM,4021,+,2.15,0.48,0.328,0.627
chrM,5626,+,1.6,0.168,0.062,0.272
chrM,5702,+,2.02,0.704,0.57,0.835
chrM,5936,+,1.78,0.279,0.184,0.401
chrM,6266,-,1.56,0.254,0.116,0.406
chrM,6471,+,1.78,0.288,0.148,0.435
chrM,6496,+,2,0.36,0.206,0.504
chrM,7321,-,1.89,0.298,0.136,0.42
chrM,7352,-,1.95,0.349,0.199,0.491
chrM,7676,+,1.64,0.334,0.191,0.474
chrM,10225,-,2.03,0.443,0.298,0.573
chrM,10530,-,1.77,0.348,0.205,0.487
chrM,11127,-,2.2,0.542,0.386,0.681
chrM,11851,+,1.76,0.463,0.394,0.551
chrM,11916,+,2.16,0.409,0.253,0.549
chrM,13690,-,1.64,0.254,0.11,0.381
chrX,21399,+,3.82,0.956,0.73,1
chrX,31476,+,3.63,0.995,0.806,1
chrX,37424,-,1.55,0.267,0.121,0.419
chrX,39103,+,1.66,0.621,0.494,0.672
chrX,47701,+,3.27,1,0.806,1
chrX,73227,-,1.91,0.255,0.132,0.397
chrX,98122,-,1.5,0.52,0.403,0.633
chrX,99657,+,2.28,0.429,0.284,0.57
chrX,100529,-,1.66,0.357,0.238,0.508
chrX,101759,-,1.61,0.273,0.135,0.393
chrX,102013,+,1.9,0.345,0.193,0.48
chrX,103093,+,1.87,0.297,0.144,0.431
chrX,103167,+,1.65,0.292,0.173,0.405
chrX,103600,-,1.73,0.334,0.185,0.479
chrX,104088,-,1.61,0.549,0.414,0.676
chrX,105365,+,1.66,0.251,0.115,0.373
chrX,106007,+,1.9,0.264,0.124,0.388
chrX,246465,+,4.53,1,1,1
chrX,285998,+,5.23,1,1,1
chrX,312351,-,2.96,1,0.715,1
chrX,333235,-,4.06,1,0.751,1
chrX,346985,+,2.11,0.781,0.686,0.868
chrX,372043,+,2.21,0.988,0.759,1
chrX,390658,-,3.38,1,0.774,1
chrX,457449,+,3.66,1,0.835,1
chrX,525165,+,3.3,1,0.775,1
chrX,598197,+,2.52,1,1,1
chrX,618677,+,4.14,1,0.751,1
chrX,747408,+,3.44,1,0.721,1
chrX,835235,-,2.66,1,0.842,1
chrX,891077,+,2.15,1,1,1
chrX,987100,-,3.21,1,0.731,1
chrX,1085078,-,3.21,1,0.739,1
chrX,1129638,+,4.23,1,0.818,1
chrX,1144965,+,2.9,1,1,1
chrX,1151957,-,3.62,1,0.978,1
chrX,1152495,+,4.44,1,0.986,1
chrX,1200518,-,3.32,1,0.858,1
chrX,1458496,+,2.55,1,1,1
chrX,1654808,-,2.29,1,1,1
chrX,1749369,+,2.77,1,0.867,1
chrX,2082403,-,3.54,0.901,0.761,0.989
chrX,2525104,+,2.98,1,0.888,1
chrX,2526618,+,5.59,1,1,1
chrX,2692900,-,2.62,1,1,1
chrX,2739403,-,2.71,1,0.97,1
chrX,2826910,-,3.78,1,0.76,1
chrX,2827156,-,4.94,1,0.808,1
chrX,2834333,-,2.24,0.72,0.535,0.83
chrX,2838116,+,2.76,1,0.838,1
chrX,2858140,+,5.43,1,0.841,1
chrX,2938610,+,4.8,1,0.897,1
chrX,3062601,-,5.48,1,0.864,1
chrX,3104014,-,3.83,0.955,0.705,1
chrX,3112971,-,4.27,0.994,0.992,1
chrX,3138764,-,3.92,1,0.892,1
chrX,3173969,-,4.63,1,1,1
chrX,3199766,+,2.13,0.996,0.989,1
chrX,3214048,-,2.71,1,1,1
chrX,3230973,+,2.42,1,0.715,1
chrX,3237190,+,3.3,0.997,0.748,1
chrX,3254485,-,4.11,1,0.977,1
chrX,3280741,+,3.8,0.993,0.793,1
chrX,3381523,-,3.77,1,0.721,1
chrX,3394577,-,3.92,1,1,1
chrX,3528858,-,3.31,1,0.899,1
chrX,3574183,-,4.18,1,0.768,1
chrX,3690687,-,3.09,0.997,0.782,1
chrX,3713096,-,3.78,1,0.878,1
chrX,3758680,-,1.84,0.214,0.06,0.337
chrX,3759496,-,2.89,0.999,0.756,1
chrX,3860114,+,5.23,1,0.726,1
chrX,3904989,-,2.8,1,1,1
chrX,3932644,+,2.73,1,0.812,1
chrX,4052995,-,3.29,1,0.719,1
chrX,4058256,+,3.32,1,0.748,1
chrX,4121560,+,2.52,1,0.792,1
chrX,4145434,-,4.49,1,1,1
chrX,4236215,+,4.56,1,0.779,1
chrX,4236275,-,3.25,1,0.85,1
chrX,4272978,-,3.27,1,0.845,1
chrX,4335639,-,4.37,0.982,0.773,0.995
chrX,4367847,+,4.51,1,0.993,1
chrX,4367897,-,2.77,1,0.755,1
chrX,4367903,-,4.09,1,0.735,1
chrX,4368976,+,3.16,1,0.845,1
chrX,4410660,-,3.22,1,0.825,1
chrX,4442450,-,5.33,1,1,1
chrX,4458552,-,5.46,1,0.778,1
chrX,4467251,-,3.77,1,1,1
chrX,4491798,+,2.56,1,1,1
chrX,4566520,-,2.9,1,1,1
chrX,4622680,+,2.24,0.766,0.597,0.888
chrX,4673211,+,2.85,0.997,0.705,1
chrX,4898399,-,3.34,1,0.773,1
chrX,4922727,-,2.58,1,1,1
chrX,4929740,-,10.43,1,1,1
chrX,4960227,-,6.52,0.922,0.701,1
chrX,4985000,-,4.02,0.993,0.802,1
chrX,5043930,-,4.77,1,0.992,1
chrX,5071094,-,4.91,1,1,1
chrX,5164072,+,3.29,0.995,0.738,1
chrX,5169889,+,2.62,1,0.983,1
chrX,5178481,-,4.61,1,1,1
chrX,5190051,-,2.94,1,0.764,1
chrX,5194754,-,3.84,0.947,0.704,1
chrX,5194756,-,6.07,1,0.849,1
chrX,5194764,-,4.59,0.997,0.829,1
chrX,5194766,-,3.37,0.974,0.74,1
chrX,5200044,-,2.98,0.998,0.998,1
chrX,5234095,-,3.32,1,0.884,1
chrX,5256700,-,3.22,1,1,1
chrX,5300006,+,3.23,0.998,0.873,1
chrX,5350857,-,6.35,1,0.923,1
chrX,5505257,-,2.34,1,0.831,1
chrX,5672239,-,2.99,1,1,1
chrX,5832275,-,3.66,1,0.812,1
chrX,5940296,+,1.8,0.795,0.604,0.863
chrX,5979347,+,3.58,1,1,1
chrX,6032161,+,4.46,0.998,0.805,1
chrX,6144848,+,2.41,1,0.981,1
chrX,6328382,-,3.64,1,0.993,1
chrX,6420318,+,3.15,1,0.851,1
chrX,6449701,-,4.23,0.999,0.91,1
chrX,6901293,-,3.26,1,0.722,1
chrX,6934916,-,4.43,1,0.788,1
chrX,7008772,+,2.44,1,0.706,1
chrX,7038330,-,3.25,1,0.742,1
chrX,7094374,+,3.29,1,0.704,1
chrX,7109758,-,3.43,0.97,0.728,1
chrX,7116635,-,3.4,1,0.839,1
chrX,7116995,-,5.31,1,0.853,1
chrX,7203193,+,2.7,1,0.831,1
chrX,7208885,+,5.19,1,1,1
chrX,7250683,+,4.37,1,0.728,1
chrX,7260328,+,2.85,1,0.767,1
chrX,7303246,-,4.01,1,0.755,1
chrX,7373958,-,4.2,1,0.86,1
chrX,7401780,+,3.73,1,0.854,1
chrX,7406216,+,2.33,0.998,0.998,1
chrX,7418700,+,2.79,1,0.799,1
chrX,7420923,+,2.83,1,0.787,1
chrX,7453126,-,2.76,1,0.944,1
chrX,7487849,+,4.23,1,0.869,1
chrX,7542118,+,2.34,1,1,1
chrX,7583097,-,4.25,1,0.861,1
chrX,7590926,+,2.45,1,1,1
chrX,7597738,-,3.74,1,0.727,1
chrX,7677004,+,2.53,1,1,1
chrX,7711654,+,3.76,1,0.715,1
chrX,7839301,+,4.51,1,0.736,1
chrX,7951972,-,3.99,0.977,0.716,0.989
chrX,7970531,-,3.01,1,0.762,1
chrX,8201394,+,8.01,1,0.975,1
chrX,8327471,+,3.36,1,0.919,1
chrX,8330271,+,3.94,1,1,1
chrX,8695337,-,3.13,1,1,1
chrX,8760260,+,4.26,1,1,1
chrX,8771920,+,6.61,1,0.828,1
chrX,8790819,-,1.94,0.998,0.996,1
chrX,8815178,+,6.38,1,0.978,1
chrX,8871692,+,5.79,1,0.818,1
chrX,9189705,+,3.35,0.992,0.83,0.997
chrX,9190847,+,2.91,0.983,0.721,1
chrX,9190849,+,4.25,0.999,0.926,1
chrX,9190855,+,2.87,0.987,0.744,1
chrX,9190859,+,4.49,1,0.749,1
chrX,9190861,+,5.45,1,1,1
chrX,9516361,+,3.53,1,0.8,1
chrX,9571348,+,2.62,1,1,1
chrX,9647501,-,6.65,1,0.742,1
chrX,9799500,-,2.12,0.778,0.685,0.91
chrX,9801373,-,2.39,1,0.783,1
chrX,9842482,+,2.88,1,1,1
chrX,9997172,-,3.78,1,0.884,1
chrX,10045521,-,3.28,0.965,0.955,0.985
chrX,10134742,-,3.46,0.999,0.711,1
chrX,10179434,-,2.06,1,1,1
chrX,10315370,+,2.1,1,0.994,1
chrX,10322035,+,2.04,1,0.721,1
chrX,10667248,-,4.76,1,1,1
chrX,10945533,-,2.63,1,0.837,1
chrX,10990311,+,4.49,0.964,0.718,1
chrX,11029598,-,4.42,1,0.789,1
chrX,11106103,+,1.57,0,0,0
chrX,11255669,-,3.69,1,0.892,1
chrX,11258508,-,3.63,1,0.729,1
chrX,11351007,-,2.65,1,0.897,1
chrX,11411979,+,4.24,1,0.722,1
chrX,11433832,-,3.12,1,1,1
chrX,11554470,-,3.85,1,1,1
chrX,11642852,-,3.6,1,0.818,1
chrX,11652052,+,2.44,1,1,1
chrX,11667725,+,2.48,0.995,0.767,1
chrX,11774169,-,3.6,1,1,1
chrX,12027907,-,3.68,1,0.936,1
chrX,12064287,+,2.26,0.699,0.555,0.821
chrX,12137545,+,2.54,1,1,1
chrX,12141427,+,2.19,1,1,1
chrX,12195810,+,2.9,1,1,1
chrX,12239182,-,5.02,1,0.856,1
chrX,12242653,-,3.33,1,0.785,1
chrX,12452667,-,3.81,1,0.709,1
chrX,12452761,-,2.79,1,1,1
chrX,12707210,+,3.88,1,0.813,1
chrX,12858933,+,1.49,0.016,0,0.286
chrX,12863153,-,3.21,1,1,1
chrX,12865421,-,2.65,1,1,1
chrX,12931827,-,4.82,0.995,0.875,1
chrX,12965417,-,3.89,1,0.893,1
chrX,12980534,-,3.94,1,0.84,1
chrX,13052258,-,2.73,1,1,1
chrX,13059059,-,3.76,1,0.874,1
chrX,13090650,+,3.07,0.996,0.774,1
chrX,13093191,+,2.41,1,1,1
chrX,13137443,-,2.49,1,0.945,1
chrX,13229363,-,4.48,1,0.783,1
chrX,13309085,-,3.94,1,0.797,1
chrX,13372645,+,2.77,1,0.733,1
chrX,13421604,-,4.36,1,1,1
chrX,13466623,+,3.1,0.988,0.758,1
chrX,13491196,-,5.14,1,1,1
chrX,13519779,-,3.44,1,1,1
chrX,13587213,-,4.01,1,0.818,1
chrX,13601867,+,2.25,1,0.775,1
chrX,13639318,+,3.89,1,0.754,1
chrX,13786917,+,2.65,1,0.717,1
chrX,13860542,-,3.84,1,0.733,1
chrX,13954975,-,2.92,1,0.825,1
chrX,14074635,+,2.52,0.962,0.947,0.99
chrX,14089516,+,3.53,1,0.911,1
chrX,14089846,+,2.95,0.977,0.967,0.998
chrX,14105351,-,3.5,1,1,1
chrX,14131267,-,3.07,1,0.973,1
chrX,14136578,+,4.3,1,0.713,1
chrX,14145842,-,3.27,1,0.725,1
chrX,14164679,+,3.22,1,1,1
