"","chr","coordinate","strand"
"8373","chr3R",16839528,"+"
"8374","chr3R",16843155,"+"
"8375","chr3R",16843554,"+"
"8376","chr3R",16846072,"-"
"8377","chr3R",16848886,"+"
"8378","chr3R",16855277,"+"
"8379","chr3R",16865425,"-"
"8380","chr3R",16871667,"-"
"8381","chr3R",16873732,"+"
"8382","chr3R",16880546,"-"
"8383","chr3R",16891608,"+"
"8384","chr3R",16917605,"+"
"8385","chr3R",16942377,"-"
"8386","chr3R",16942786,"-"
"8387","chr3R",16945992,"+"
"8388","chr3R",16949804,"+"
"8389","chr3R",16960586,"-"
"8390","chr3R",16980073,"-"
"8391","chr3R",16989885,"+"
"8392","chr3R",16993258,"+"
"8393","chr3R",17006335,"-"
"8394","chr3R",17083142,"+"
"8395","chr3R",17105509,"-"
"8396","chr3R",17115118,"+"
"8397","chr3R",17151948,"-"
"8398","chr3R",17169169,"-"
"8399","chr3R",17169229,"-"
"8400","chr3R",17192220,"+"
"8401","chr3R",17244275,"-"
"8402","chr3R",17246038,"+"
"8403","chr3R",17250851,"-"
"8404","chr3R",17257804,"-"
"8405","chr3R",17261978,"-"
"8406","chr3R",17264429,"-"
"8407","chr3R",17270405,"-"
"8408","chr3R",17285943,"+"
"8409","chr3R",17292458,"-"
"8410","chr3R",17353511,"+"
"8411","chr3R",17403508,"-"
"8412","chr3R",17410238,"-"
"8413","chr3R",17418206,"-"
"8414","chr3R",17427776,"-"
"8415","chr3R",17443569,"-"
"8416","chr3R",17445185,"-"
"8417","chr3R",17454948,"-"
"8418","chr3R",17460355,"-"
"8419","chr3R",17468162,"-"
"8420","chr3R",17472041,"-"
"8421","chr3R",17494676,"-"
"8422","chr3R",17536360,"-"
"8423","chr3R",17549839,"-"
"8424","chr3R",17555083,"-"
"8425","chr3R",17559408,"-"
"8426","chr3R",17571155,"-"
"8427","chr3R",17572682,"-"
"8428","chr3R",17579675,"+"
"8429","chr3R",17580348,"-"
"8430","chr3R",17598589,"+"
"8431","chr3R",17606564,"-"
"8432","chr3R",17606858,"+"
"8433","chr3R",17610675,"+"
"8434","chr3R",17620034,"-"
"8435","chr3R",17623106,"+"
"8436","chr3R",17624383,"+"
"8437","chr3R",17645576,"-"
"8438","chr3R",17649139,"-"
"8439","chr3R",17657884,"+"
"8440","chr3R",17678020,"-"
"8441","chr3R",17704314,"+"
"8442","chr3R",17727397,"+"
"8443","chr3R",17743770,"-"
"8444","chr3R",17754349,"+"
"8445","chr3R",17763930,"+"
"8446","chr3R",17766944,"+"
"8447","chr3R",17780535,"+"
"8448","chr3R",17780609,"-"
"8449","chr3R",17780769,"-"
"8450","chr3R",17786117,"+"
"8451","chr3R",17791902,"+"
"8452","chr3R",17797765,"-"
"8453","chr3R",17801869,"-"
"8454","chr3R",17815657,"-"
"8455","chr3R",17828924,"-"
"8456","chr3R",17828953,"+"
"8457","chr3R",17840733,"+"
"8458","chr3R",17841746,"+"
"8459","chr3R",17881828,"-"
"8460","chr3R",17901639,"+"
"8461","chr3R",17920474,"+"
"8462","chr3R",17930685,"-"
"8463","chr3R",17950456,"+"
"8464","chr3R",17954089,"+"
"8465","chr3R",17956161,"-"
"8466","chr3R",17977997,"-"
"8467","chr3R",17990133,"-"
"8468","chr3R",17995165,"+"
"8469","chr3R",17998848,"+"
"8470","chr3R",18015829,"+"
"8471","chr3R",18019526,"-"
"8472","chr3R",18053237,"+"
"8473","chr3R",18057438,"-"
"8474","chr3R",18075374,"+"
"8475","chr3R",18087085,"+"
"8476","chr3R",18089722,"-"
"8477","chr3R",18097692,"-"
"8478","chr3R",18112882,"-"
"8479","chr3R",18149072,"+"
"8480","chr3R",18149752,"+"
"8481","chr3R",18158471,"-"
"8482","chr3R",18192625,"-"
"8483","chr3R",18201761,"-"
"8484","chr3R",18202405,"-"
"8485","chr3R",18229802,"+"
"8486","chr3R",18256801,"+"
"8487","chr3R",18275080,"+"
"8488","chr3R",18307850,"-"
"8489","chr3R",18323386,"+"
"8490","chr3R",18326320,"-"
"8491","chr3R",18343603,"-"
"8492","chr3R",18346175,"+"
"8493","chr3R",18346918,"+"
"8494","chr3R",18354904,"+"
"8495","chr3R",18359103,"+"
"8496","chr3R",18361187,"+"
"8497","chr3R",18376480,"+"
"8498","chr3R",18432478,"+"
"8499","chr3R",18448662,"+"
"8500","chr3R",18468773,"-"
"8501","chr3R",18477456,"+"
"8502","chr3R",18486865,"-"
"8503","chr3R",18491578,"+"
"8504","chr3R",18514822,"-"
"8505","chr3R",18519990,"-"
"8506","chr3R",18530885,"+"
"8507","chr3R",18536431,"-"
"8508","chr3R",18541958,"+"
"8509","chr3R",18560187,"+"
"8510","chr3R",18562883,"+"
"8511","chr3R",18578464,"-"
"8512","chr3R",18580013,"+"
"8513","chr3R",18585278,"-"
"8514","chr3R",18610396,"-"
"8515","chr3R",18630759,"+"
"8516","chr3R",18644410,"+"
"8517","chr3R",18654747,"+"
"8518","chr3R",18656177,"+"
"8519","chr3R",18711007,"-"
"8520","chr3R",18721554,"-"
"8521","chr3R",18751316,"-"
"8522","chr3R",18755349,"-"
"8523","chr3R",18770950,"-"
"8524","chr3R",18772876,"-"
"8525","chr3R",18796239,"+"
"8526","chr3R",18800854,"+"
"8527","chr3R",18801997,"-"
"8528","chr3R",18831026,"+"
"8529","chr3R",18837642,"-"
"8530","chr3R",18839372,"+"
"8531","chr3R",18861014,"-"
"8532","chr3R",18861341,"+"
"8533","chr3R",18875457,"+"
"8534","chr3R",18889433,"-"
"8535","chr3R",18890779,"-"
"8536","chr3R",18891822,"+"
"8537","chr3R",18901249,"+"
"8538","chr3R",18904333,"+"
"8539","chr3R",18923322,"+"
"8540","chr3R",18951359,"+"
"8541","chr3R",18958394,"+"
"8542","chr3R",18958564,"+"
"8543","chr3R",18973580,"-"
"8544","chr3R",19026828,"+"
"8545","chr3R",19105906,"-"
"8546","chr3R",19106728,"+"
"8547","chr3R",19115689,"+"
"8548","chr3R",19153746,"+"
"8549","chr3R",19154571,"-"
"8550","chr3R",19174345,"+"
"8551","chr3R",19175069,"+"
"8552","chr3R",19186094,"-"
"8553","chr3R",19196656,"+"
"8554","chr3R",19212917,"-"
"8555","chr3R",19231559,"+"
"8556","chr3R",19253372,"+"
"8557","chr3R",19260990,"-"
"8558","chr3R",19271179,"+"
"8559","chr3R",19276080,"-"
"8560","chr3R",19294217,"+"
"8561","chr3R",19295259,"+"
"8562","chr3R",19305441,"-"
"8563","chr3R",19305446,"-"
"8564","chr3R",19306530,"+"
"8565","chr3R",19309014,"+"
"8566","chr3R",19326914,"-"
"8567","chr3R",19329929,"+"
"8568","chr3R",19353410,"+"
"8569","chr3R",19355031,"+"
"8570","chr3R",19356108,"-"
"8571","chr3R",19365561,"+"
"8572","chr3R",19385305,"+"
"8573","chr3R",19401744,"-"
"8574","chr3R",19420707,"+"
"8575","chr3R",19421346,"-"
"8576","chr3R",19427386,"+"
"8577","chr3R",19435789,"-"
"8578","chr3R",19436899,"-"
"8579","chr3R",19466658,"+"
"8580","chr3R",19487331,"+"
"8581","chr3R",19518580,"-"
"8582","chr3R",19526815,"-"
"8583","chr3R",19543515,"-"
"8584","chr3R",19545918,"-"
"8585","chr3R",19569210,"-"
"8586","chr3R",19572499,"+"
"8587","chr3R",19578107,"+"
"8588","chr3R",19578908,"+"
"8589","chr3R",19582305,"-"
"8590","chr3R",19601825,"-"
"8591","chr3R",19616845,"-"
"8592","chr3R",19625684,"+"
"8593","chr3R",19628879,"+"
"8594","chr3R",19637365,"-"
"8595","chr3R",19654634,"-"
"8596","chr3R",19660668,"-"
"8597","chr3R",19669412,"-"
"8598","chr3R",19683263,"-"
"8599","chr3R",19687785,"-"
"8600","chr3R",19699210,"-"
"8601","chr3R",19700280,"-"
"8602","chr3R",19703020,"+"
"8603","chr3R",19707126,"+"
"8604","chr3R",19719258,"+"
"8605","chr3R",19722610,"-"
"8606","chr3R",19741127,"+"
"8607","chr3R",19754442,"-"
"8608","chr3R",19768503,"+"
"8609","chr3R",19777854,"+"
"8610","chr3R",19821652,"-"
"8611","chr3R",19821866,"-"
"8612","chr3R",19832250,"-"
"8613","chr3R",19845942,"+"
"8614","chr3R",19870882,"-"
"8615","chr3R",19877425,"-"
"8616","chr3R",19891024,"-"
"8617","chr3R",19893440,"+"
"8618","chr3R",19900954,"-"
"8619","chr3R",19932890,"-"
"8620","chr3R",19969164,"+"
"8621","chr3R",19970759,"-"
"8622","chr3R",19971661,"+"
"8623","chr3R",19974590,"+"
"8624","chr3R",19979664,"+"
"8625","chr3R",20013634,"-"
"8626","chr3R",20020581,"-"
"8627","chr3R",20022629,"-"
"8628","chr3R",20036944,"-"
"8629","chr3R",20041285,"+"
"8630","chr3R",20047031,"-"
"8631","chr3R",20064230,"-"
"8632","chr3R",20068207,"-"
"8633","chr3R",20080269,"-"
"8634","chr3R",20092086,"-"
"8635","chr3R",20115256,"+"
"8636","chr3R",20118536,"-"
"8637","chr3R",20130493,"-"
"8638","chr3R",20133452,"+"
"8639","chr3R",20135687,"+"
"8640","chr3R",20150282,"+"
"8641","chr3R",20160676,"-"
"8642","chr3R",20162627,"-"
"8643","chr3R",20182318,"+"
"8644","chr3R",20198316,"-"
"8645","chr3R",20198388,"-"
"8646","chr3R",20213641,"+"
"8647","chr3R",20223471,"-"
"8648","chr3R",20225315,"-"
"8649","chr3R",20228273,"+"
"8650","chr3R",20234125,"-"
"8651","chr3R",20234265,"-"
"8652","chr3R",20246279,"+"
"8653","chr3R",20269202,"+"
"8654","chr3R",20278858,"-"
"8655","chr3R",20295536,"+"
"8656","chr3R",20384746,"+"
"8657","chr3R",20405253,"-"
"8658","chr3R",20407137,"+"
"8659","chr3R",20411328,"+"
"8660","chr3R",20421418,"+"
"8661","chr3R",20425606,"-"
"8662","chr3R",20435026,"-"
"8663","chr3R",20437577,"-"
"8664","chr3R",20448808,"+"
"8665","chr3R",20450321,"+"
"8666","chr3R",20474377,"-"
"8667","chr3R",20502902,"+"
"8668","chr3R",20506851,"+"
"8669","chr3R",20542368,"-"
"8670","chr3R",20552332,"+"
"8671","chr3R",20560293,"-"
"8672","chr3R",20561918,"-"
"8673","chr3R",20573999,"+"
"8674","chr3R",20574025,"+"
"8675","chr3R",20574112,"-"
"8676","chr3R",20653486,"-"
"8677","chr3R",20675635,"+"
"8678","chr3R",20682370,"+"
"8679","chr3R",20693590,"-"
"8680","chr3R",20699901,"-"
"8681","chr3R",20714614,"-"
"8682","chr3R",20719071,"-"
"8683","chr3R",20720622,"+"
"8684","chr3R",20764393,"-"
"8685","chr3R",20766288,"+"
"8686","chr3R",20767337,"+"
"8687","chr3R",20817574,"-"
"8688","chr3R",20823195,"-"
"8689","chr3R",20838562,"+"
"8690","chr3R",20848269,"-"
"8691","chr3R",20855383,"+"
"8692","chr3R",20857120,"-"
"8693","chr3R",20878979,"-"
"8694","chr3R",20882894,"-"
"8695","chr3R",20908288,"-"
"8696","chr3R",20909951,"-"
"8697","chr3R",20922735,"+"
"8698","chr3R",20926110,"-"
"8699","chr3R",20928364,"-"
"8700","chr3R",20940322,"+"
"8701","chr3R",20957251,"+"
"8702","chr3R",20974458,"+"
"8703","chr3R",20992691,"-"
"8704","chr3R",20995857,"-"
"8705","chr3R",21017803,"+"
"8706","chr3R",21046914,"-"
"8707","chr3R",21073097,"+"
"8708","chr3R",21090840,"-"
"8709","chr3R",21131543,"+"
"8710","chr3R",21157289,"-"
"8711","chr3R",21161386,"-"
"8712","chr3R",21170008,"+"
"8713","chr3R",21170269,"+"
"8714","chr3R",21181446,"-"
"8715","chr3R",21187088,"-"
"8716","chr3R",21187598,"-"
"8717","chr3R",21187881,"+"
"8718","chr3R",21241090,"+"
"8719","chr3R",21247438,"-"
"8720","chr3R",21250403,"-"
"8721","chr3R",21261373,"-"
"8722","chr3R",21270227,"-"
"8723","chr3R",21295986,"+"
"8724","chr3R",21298242,"-"
"8725","chr3R",21309844,"-"
"8726","chr3R",21310430,"-"
"8727","chr3R",21311792,"-"
"8728","chr3R",21313879,"-"
"8729","chr3R",21322393,"+"
"8730","chr3R",21328905,"+"
"8731","chr3R",21335342,"-"
"8732","chr3R",21341639,"+"
"8733","chr3R",21346250,"-"
"8734","chr3R",21347644,"+"
"8735","chr3R",21377877,"-"
"8736","chr3R",21382862,"-"
"8737","chr3R",21391084,"+"
"8738","chr3R",21393276,"-"
"8739","chr3R",21395687,"-"
"8740","chr3R",21402266,"+"
"8741","chr3R",21402601,"-"
"8742","chr3R",21418005,"+"
"8743","chr3R",21435919,"-"
"8744","chr3R",21441510,"-"
"8745","chr3R",21445291,"-"
"8746","chr3R",21450035,"-"
"8747","chr3R",21478051,"-"
"8748","chr3R",21480142,"+"
"8749","chr3R",21489768,"-"
"8750","chr3R",21510454,"-"
"8751","chr3R",21536836,"-"
"8752","chr3R",21543903,"+"
"8753","chr3R",21562028,"-"
"8754","chr3R",21564078,"+"
"8755","chr3R",21577319,"-"
"8756","chr3R",21583764,"+"
"8757","chr3R",21590747,"-"
"8758","chr3R",21609908,"-"
"8759","chr3R",21650739,"+"
"8760","chr3R",21656904,"+"
"8761","chr3R",21658938,"+"
"8762","chr3R",21677785,"+"
"8763","chr3R",21679680,"+"
"8764","chr3R",21698764,"-"
"8765","chr3R",21698772,"-"
"8766","chr3R",21712673,"-"
"8767","chr3R",21724127,"+"
"8768","chr3R",21733486,"-"
"8769","chr3R",21735211,"+"
"8770","chr3R",21735356,"+"
"8771","chr3R",21739181,"+"
"8772","chr3R",21782565,"+"
"8773","chr3R",21785163,"-"
"8774","chr3R",21787510,"+"
"8775","chr3R",21794552,"+"
"8776","chr3R",21798807,"+"
"8777","chr3R",21802725,"+"
"8778","chr3R",21810522,"-"
"8779","chr3R",21811514,"+"
"8780","chr3R",21818968,"+"
"8781","chr3R",21833193,"-"
"8782","chr3R",21841108,"-"
"8783","chr3R",21859322,"+"
"8784","chr3R",21866850,"+"
"8785","chr3R",21888509,"-"
"8786","chr3R",21926298,"-"
"8787","chr3R",21940309,"-"
"8788","chr3R",21946442,"-"
"8789","chr3R",21947690,"-"
"8790","chr3R",21954620,"+"
"8791","chr3R",21963581,"-"
"8792","chr3R",21970866,"-"
"8793","chr3R",22015483,"+"
"8794","chr3R",22017373,"+"
"8795","chr3R",22035136,"+"
"8796","chr3R",22059887,"-"
"8797","chr3R",22064804,"-"
"8798","chr3R",22080513,"-"
"8799","chr3R",22090211,"-"
"8800","chr3R",22095852,"-"
"8801","chr3R",22100857,"-"
"8802","chr3R",22101413,"-"
"8803","chr3R",22105341,"-"
"8804","chr3R",22128687,"+"
"8805","chr3R",22131747,"-"
"8806","chr3R",22149220,"+"
"8807","chr3R",22161986,"-"
"8808","chr3R",22179886,"+"
"8809","chr3R",22182408,"+"
"8810","chr3R",22192434,"-"
"8811","chr3R",22195309,"-"
"8812","chr3R",22202493,"-"
"8813","chr3R",22207030,"+"
"8814","chr3R",22209753,"+"
"8815","chr3R",22209827,"+"
"8816","chr3R",22221224,"+"
"8817","chr3R",22223331,"+"
"8818","chr3R",22223507,"-"
"8819","chr3R",22243477,"-"
"8820","chr3R",22259039,"+"
"8821","chr3R",22259056,"+"
"8822","chr3R",22259377,"-"
"8823","chr3R",22268053,"-"
"8824","chr3R",22282827,"+"
"8825","chr3R",22291663,"-"
"8826","chr3R",22297918,"+"
"8827","chr3R",22302733,"-"
"8828","chr3R",22305134,"+"
"8829","chr3R",22314052,"+"
"8830","chr3R",22324569,"+"
"8831","chr3R",22324680,"+"
"8832","chr3R",22398828,"-"
"8833","chr3R",22404461,"-"
"8834","chr3R",22439254,"-"
"8835","chr3R",22442018,"-"
"8836","chr3R",22450111,"-"
"8837","chr3R",22451303,"+"
"8838","chr3R",22472701,"-"
"8839","chr3R",22473133,"+"
"8840","chr3R",22473171,"+"
"8841","chr3R",22473970,"-"
"8842","chr3R",22486062,"-"
"8843","chr3R",22493553,"-"
"8844","chr3R",22540488,"-"
"8845","chr3R",22548918,"+"
"8846","chr3R",22556739,"-"
"8847","chr3R",22559326,"+"
"8848","chr3R",22565988,"+"
"8849","chr3R",22635960,"+"
"8850","chr3R",22640092,"+"
"8851","chr3R",22660910,"-"
"8852","chr3R",22691035,"+"
"8853","chr3R",22695556,"+"
"8854","chr3R",22731072,"-"
"8855","chr3R",22749767,"-"
"8856","chr3R",22760745,"-"
"8857","chr3R",22837631,"+"
"8858","chr3R",22898417,"-"
"8859","chr3R",22906254,"+"
"8860","chr3R",22912950,"+"
"8861","chr3R",22916942,"+"
"8862","chr3R",22927425,"+"
"8863","chr3R",22942051,"+"
"8864","chr3R",22954041,"+"
"8865","chr3R",22958231,"+"
"8866","chr3R",22984331,"-"
"8867","chr3R",23022118,"-"
"8868","chr3R",23050500,"-"
"8869","chr3R",23055665,"+"
"8870","chr3R",23126705,"-"
"8871","chr3R",23130052,"+"
"8872","chr3R",23133113,"+"
"8873","chr3R",23178024,"+"
"8874","chr3R",23180501,"-"
"8875","chr3R",23184510,"-"
"8876","chr3R",23188398,"-"
"8877","chr3R",23190949,"-"
"8878","chr3R",23204840,"+"
"8879","chr3R",23213578,"+"
"8880","chr3R",23217880,"-"
"8881","chr3R",23234140,"-"
"8882","chr3R",23249115,"+"
"8883","chr3R",23260639,"-"
"8884","chr3R",23292576,"-"
"8885","chr3R",23294793,"-"
"8886","chr3R",23300557,"+"
"8887","chr3R",23301776,"-"
"8888","chr3R",23308837,"+"
"8889","chr3R",23311813,"+"
"8890","chr3R",23317391,"-"
"8891","chr3R",23318701,"+"
"8892","chr3R",23323821,"-"
"8893","chr3R",23330738,"-"
"8894","chr3R",23333521,"-"
"8895","chr3R",23336053,"-"
"8896","chr3R",23339442,"+"
"8897","chr3R",23343703,"-"
"8898","chr3R",23348887,"-"
"8899","chr3R",23385010,"-"
"8900","chr3R",23386921,"-"
"8901","chr3R",23390871,"+"
"8902","chr3R",23403098,"+"
"8903","chr3R",23433084,"+"
"8904","chr3R",23446102,"+"
"8905","chr3R",23478783,"-"
"8906","chr3R",23499560,"+"
"8907","chr3R",23530140,"+"
"8908","chr3R",23533873,"-"
"8909","chr3R",23538563,"-"
"8910","chr3R",23584520,"-"
"8911","chr3R",23611652,"+"
"8912","chr3R",23625032,"-"
"8913","chr3R",23632117,"+"
"8914","chr3R",23647145,"-"
"8915","chr3R",23652566,"+"
"8916","chr3R",23655073,"+"
"8917","chr3R",23670479,"-"
"8918","chr3R",23713702,"-"
"8919","chr3R",23724037,"-"
"8920","chr3R",23729276,"-"
"8921","chr3R",23742406,"+"
"8922","chr3R",23811363,"-"
"8923","chr3R",23835731,"-"
"8924","chr3R",23840627,"+"
"8925","chr3R",23871931,"-"
"8926","chr3R",23899141,"+"
"8927","chr3R",23911117,"+"
"8928","chr3R",23983582,"+"
"8929","chr3R",23998831,"-"
"8930","chr3R",24004720,"+"
"8931","chr3R",24013697,"+"
"8932","chr3R",24052240,"+"
"8933","chr3R",24052830,"-"
"8934","chr3R",24054342,"-"
"8935","chr3R",24073469,"-"
"8936","chr3R",24076618,"-"
"8937","chr3R",24078756,"+"
"8938","chr3R",24086859,"+"
"8939","chr3R",24112140,"-"
"8940","chr3R",24113313,"-"
"8941","chr3R",24138433,"+"
"8942","chr3R",24143154,"-"
"8943","chr3R",24167273,"-"
"8944","chr3R",24169002,"-"
"8945","chr3R",24172118,"+"
"8946","chr3R",24174899,"-"
"8947","chr3R",24213434,"+"
"8948","chr3R",24215321,"-"
"8949","chr3R",24216589,"-"
"8950","chr3R",24233264,"+"
"8951","chr3R",24275561,"-"
"8952","chr3R",24323269,"+"
"8953","chr3R",24331546,"-"
"8954","chr3R",24335531,"-"
"8955","chr3R",24351855,"+"
"8956","chr3R",24385576,"-"
"8957","chr3R",24387094,"+"
"8958","chr3R",24396498,"-"
"8959","chr3R",24402846,"+"
"8960","chr3R",24407662,"+"
"8961","chr3R",24434584,"-"
"8962","chr3R",24443822,"+"
"8963","chr3R",24445199,"+"
"8964","chr3R",24458554,"-"
"8965","chr3R",24458876,"-"
"8966","chr3R",24468627,"-"
"8967","chr3R",24499300,"+"
"8968","chr3R",24516411,"+"
"8969","chr3R",24530692,"-"
"8970","chr3R",24530942,"+"
"8971","chr3R",24531035,"+"
"8972","chr3R",24531675,"+"
"8973","chr3R",24546679,"+"
"8974","chr3R",24575439,"-"
"8975","chr3R",24585037,"+"
"8976","chr3R",24600649,"-"
"8977","chr3R",24608110,"+"
"8978","chr3R",24639699,"+"
"8979","chr3R",24642980,"-"
"8980","chr3R",24644186,"-"
"8981","chr3R",24644294,"+"
"8982","chr3R",24645533,"-"
"8983","chr3R",24668183,"-"
"8984","chr3R",24691150,"-"
"8985","chr3R",24696409,"-"
"8986","chr3R",24746414,"+"
"8987","chr3R",24754526,"+"
"8988","chr3R",24815803,"-"
"8989","chr3R",24815969,"-"
"8990","chr3R",24816308,"-"
"8991","chr3R",24862722,"-"
"8992","chr3R",24903090,"+"
"8993","chr3R",24922798,"-"
"8994","chr3R",24923138,"+"
"8995","chr3R",24929233,"+"
"8996","chr3R",24945572,"+"
"8997","chr3R",24971101,"+"
"8998","chr3R",24994026,"-"
"8999","chr3R",25005174,"+"
"9000","chr3R",25018111,"+"
"9001","chr3R",25020124,"+"
"9002","chr3R",25044827,"-"
"9003","chr3R",25046953,"-"
"9004","chr3R",25085445,"+"
"9005","chr3R",25088229,"-"
"9006","chr3R",25092600,"+"
"9007","chr3R",25125471,"+"
"9008","chr3R",25128866,"-"
"9009","chr3R",25147706,"+"
"9010","chr3R",25150166,"-"
"9011","chr3R",25163452,"-"
"9012","chr3R",25186845,"-"
"9013","chr3R",25204254,"+"
"9014","chr3R",25220655,"-"
"9015","chr3R",25226329,"-"
"9016","chr3R",25331143,"-"
"9017","chr3R",25360846,"-"
"9018","chr3R",25361689,"+"
"9019","chr3R",25364605,"-"
"9020","chr3R",25369721,"+"
"9021","chr3R",25399855,"-"
"9022","chr3R",25400023,"-"
"9023","chr3R",25408848,"-"
"9024","chr3R",25448978,"+"
"9025","chr3R",25450844,"+"
"9026","chr3R",25469326,"+"
"9027","chr3R",25471806,"+"
"9028","chr3R",25472277,"+"
"9029","chr3R",25500633,"+"
"9030","chr3R",25501281,"+"
"9031","chr3R",25524357,"+"
"9032","chr3R",25541167,"-"
"9033","chr3R",25548432,"+"
"9034","chr3R",25560903,"+"
"9035","chr3R",25568165,"+"
"9036","chr3R",25574046,"+"
"9037","chr3R",25576281,"-"
"9038","chr3R",25576540,"-"
"9039","chr3R",25586973,"+"
"9040","chr3R",25607284,"-"
"9041","chr3R",25620053,"+"
"9042","chr3R",25633789,"+"
"9043","chr3R",25635119,"+"
"9044","chr3R",25637501,"+"
"9045","chr3R",25659574,"-"
"9046","chr3R",25666897,"+"
"9047","chr3R",25667267,"-"
"9048","chr3R",25684917,"+"
"9049","chr3R",25691442,"+"
"9050","chr3R",25714292,"+"
"9051","chr3R",25719628,"+"
"9052","chr3R",25739083,"-"
"9053","chr3R",25747939,"+"
"9054","chr3R",25748652,"-"
"9055","chr3R",25753627,"-"
"9056","chr3R",25769579,"-"
"9057","chr3R",25775868,"+"
"9058","chr3R",25778576,"-"
"9059","chr3R",25790760,"-"
"9060","chr3R",25799062,"-"
"9061","chr3R",25799548,"+"
"9062","chr3R",25804810,"-"
"9063","chr3R",25807565,"-"
"9064","chr3R",25816133,"+"
"9065","chr3R",25825627,"-"
"9066","chr3R",25837939,"+"
"9067","chr3R",25847674,"-"
"9068","chr3R",25852459,"+"
"9069","chr3R",25879850,"+"
"9070","chr3R",25898982,"+"
"9071","chr3R",25917787,"-"
"9072","chr3R",25920396,"-"
"9073","chr3R",25937317,"-"
"9074","chr3R",25981981,"+"
"9075","chr3R",25986750,"+"
"9076","chr3R",26028437,"+"
"9077","chr3R",26036329,"-"
"9078","chr3R",26048774,"+"
"9079","chr3R",26067140,"+"
"9080","chr3R",26074218,"+"
"9081","chr3R",26088619,"-"
"9082","chr3R",26099324,"-"
"9083","chr3R",26104655,"+"
"9084","chr3R",26119633,"+"
"9085","chr3R",26120759,"-"
"9086","chr3R",26136522,"+"
"9087","chr3R",26145469,"-"
"9088","chr3R",26151465,"+"
"9089","chr3R",26155085,"+"
"9090","chr3R",26158717,"+"
"9091","chr3R",26174301,"-"
"9092","chr3R",26184629,"+"
"9093","chr3R",26186690,"-"
"9094","chr3R",26187688,"-"
"9095","chr3R",26194471,"+"
"9096","chr3R",26197230,"-"
"9097","chr3R",26198311,"+"
"9098","chr3R",26213788,"+"
"9099","chr3R",26220352,"-"
"9100","chr3R",26220534,"-"
"9101","chr3R",26245874,"+"
"9102","chr3R",26248480,"-"
"9103","chr3R",26249202,"-"
"9104","chr3R",26260031,"+"
"9105","chr3R",26267606,"-"
"9106","chr3R",26310832,"+"
"9107","chr3R",26332357,"+"
"9108","chr3R",26349621,"+"
"9109","chr3R",26350584,"+"
"9110","chr3R",26354499,"-"
"9111","chr3R",26355221,"+"
"9112","chr3R",26369260,"-"
"9113","chr3R",26388480,"+"
"9114","chr3R",26393533,"-"
"9115","chr3R",26396006,"+"
"9116","chr3R",26396528,"-"
"9117","chr3R",26400018,"+"
"9118","chr3R",26404774,"-"
"9119","chr3R",26418104,"-"
"9120","chr3R",26429059,"-"
"9121","chr3R",26445347,"-"
"9122","chr3R",26454051,"-"
"9123","chr3R",26471218,"-"
"9124","chr3R",26476071,"+"
"9125","chr3R",26476219,"+"
"9126","chr3R",26490756,"+"
"9127","chr3R",26495853,"-"
"9128","chr3R",26536388,"+"
"9129","chr3R",26537174,"-"
"9130","chr3R",26543953,"-"
"9131","chr3R",26545163,"+"
"9132","chr3R",26556370,"-"
"9133","chr3R",26556941,"-"
"9134","chr3R",26558869,"+"
"9135","chr3R",26561145,"+"
"9136","chr3R",26563453,"+"
"9137","chr3R",26569011,"+"
"9138","chr3R",26573582,"+"
"9139","chr3R",26595763,"+"
"9140","chr3R",26600425,"+"
"9141","chr3R",26601214,"+"
"9142","chr3R",26607605,"+"
"9143","chr3R",26644986,"-"
"9144","chr3R",26668685,"+"
"9145","chr3R",26684709,"+"
"9146","chr3R",26691593,"-"
"9147","chr3R",26692172,"+"
"9148","chr3R",26699504,"-"
"9149","chr3R",26701230,"-"
"9150","chr3R",26716203,"+"
"9151","chr3R",26720053,"-"
"9152","chr3R",26721917,"-"
"9153","chr3R",26728974,"-"
"9154","chr3R",26734498,"+"
"9155","chr3R",26735596,"+"
"9156","chr3R",26742464,"+"
"9157","chr3R",26745413,"+"
"9158","chr3R",26763607,"-"
"9159","chr3R",26780862,"-"
"9160","chr3R",26810690,"+"
"9161","chr3R",26818942,"-"
"9162","chr3R",26853976,"+"
"9163","chr3R",26876550,"+"
"9164","chr3R",26880555,"+"
"9165","chr3R",26912197,"-"
"9166","chr3R",26918843,"+"
"9167","chr3R",26923001,"+"
"9168","chr3R",26923706,"-"
"9169","chr3R",26928468,"+"
"9170","chr3R",26971179,"+"
"9171","chr3R",26989347,"-"
"9172","chr3R",27001344,"+"
"9173","chr3R",27010496,"+"
"9174","chr3R",27031436,"-"
"9175","chr3R",27035503,"-"
"9176","chr3R",27046695,"+"
"9177","chr3R",27061729,"-"
"9178","chr3R",27086208,"-"
"9179","chr3R",27097447,"-"
"9180","chr3R",27099487,"-"
"9181","chr3R",27106208,"+"
"9182","chr3R",27127457,"+"
"9183","chr3R",27150238,"-"
"9184","chr3R",27152720,"+"
"9185","chr3R",27168072,"-"
"9186","chr3R",27170661,"+"
"9187","chr3R",27192644,"-"
"9188","chr3R",27205327,"-"
"9189","chr3R",27210777,"+"
"9190","chr3R",27219622,"-"
"9191","chr3R",27225795,"+"
"9192","chr3R",27247498,"-"
"9193","chr3R",27250478,"-"
"9194","chr3R",27260157,"-"
