chr,coordinate,strand,IPDRatio,frac,fracLow,fracUp
Ecoli,4261935,-,7.24,1,0.984,1
Ecoli,4261990,+,4.56,1,0.872,1
Ecoli,4261991,-,5.75,0.904,0.776,1
Ecoli,4262461,+,4.87,0.931,0.796,1
Ecoli,4262462,-,5.6,1,0.982,1
Ecoli,4262489,+,6.18,1,0.985,1
Ecoli,4262490,-,5.93,1,0.873,1
Ecoli,4263098,+,5.4,1,0.889,1
Ecoli,4263099,-,6.04,0.957,0.769,1
Ecoli,4263621,+,6.5,1,0.862,1
Ecoli,4263622,-,6.16,0.985,0.869,1
Ecoli,4263644,+,6.91,0.998,0.925,1
Ecoli,4263645,-,6.26,1,0.917,1
Ecoli,4263983,+,4.97,1,0.873,1
Ecoli,4263984,-,5.09,1,0.892,1
Ecoli,4264157,+,6.27,0.942,0.778,1
Ecoli,4264158,-,6.08,1,0.954,1
Ecoli,4264366,+,5.52,1,1,1
Ecoli,4264367,-,7.82,1,0.926,1
Ecoli,4264404,+,4.55,1,0.87,1
Ecoli,4264405,-,5,1,0.972,1
Ecoli,4264561,+,7.55,1,1,1
Ecoli,4264562,-,4.56,1,0.926,1
Ecoli,4264719,+,6.81,0.984,0.822,1
Ecoli,4264720,-,6,0.985,0.869,1
Ecoli,4264756,+,7.48,0.951,0.827,1
Ecoli,4264757,-,5.27,0.857,0.696,0.986
Ecoli,4264780,+,6.34,1,0.919,1
Ecoli,4264781,-,7.41,0.923,0.78,1
Ecoli,4264789,+,8.78,1,0.996,1
Ecoli,4264790,-,4.95,1,0.963,1
Ecoli,4264951,+,6.12,1,0.91,1
Ecoli,4264952,-,6.67,1,0.879,1
Ecoli,4264992,+,5.54,0.977,0.82,1
Ecoli,4264993,-,4.6,0.97,0.773,1
Ecoli,4265115,+,5.92,0.906,0.774,1
Ecoli,4265116,-,4.87,0.996,0.995,1
Ecoli,4265337,+,5.38,1,1,1
Ecoli,4265338,-,6.65,1,0.957,1
Ecoli,4265556,+,6.72,1,0.906,1
Ecoli,4266038,+,7.15,1,0.996,1
Ecoli,4266446,+,5.64,1,0.888,1
Ecoli,4266447,-,4.68,0.938,0.744,1
Ecoli,4266697,+,6.83,1,0.98,1
Ecoli,4266740,+,4.61,0.961,0.77,1
Ecoli,4266741,-,5.5,1,0.907,1
Ecoli,4267050,+,6.44,1,0.914,1
Ecoli,4267051,-,4.43,1,0.983,1
Ecoli,4267496,+,5.33,0.985,0.872,1
Ecoli,4267497,-,5.56,0.885,0.752,1
Ecoli,4267679,+,6.26,0.969,0.837,1
Ecoli,4267680,-,4.63,0.871,0.715,1
Ecoli,4267692,-,4.58,0.904,0.717,0.996
Ecoli,4269423,+,5.71,0.999,0.937,1
Ecoli,4269424,-,6.08,1,0.952,1
Ecoli,4269810,+,4.27,0.905,0.765,1
Ecoli,4269811,-,5.11,0.896,0.74,1
Ecoli,4269909,+,6.04,0.873,0.778,0.953
Ecoli,4269910,-,4.58,0.863,0.715,1
Ecoli,4270107,+,6.33,0.969,0.874,1
Ecoli,4270108,-,4.14,0.906,0.726,1
Ecoli,4270404,+,6.15,1,0.897,1
Ecoli,4270405,-,5.16,0.889,0.774,0.988
Ecoli,4270618,+,6.2,0.996,0.932,1
Ecoli,4270619,-,7.07,1,0.931,1
Ecoli,4270742,+,5.67,0.969,0.817,1
Ecoli,4271128,+,6.39,0.984,0.858,1
Ecoli,4271129,-,5.56,0.864,0.721,1
Ecoli,4271188,+,5.82,0.998,0.966,1
Ecoli,4271189,-,6.58,0.932,0.815,1
Ecoli,4271232,+,4.54,1,0.911,1
Ecoli,4271233,-,5.32,0.89,0.717,1
Ecoli,4271626,+,6.82,1,0.903,1
Ecoli,4271627,-,4.9,0.941,0.737,1
Ecoli,4271815,+,6.73,1,0.995,1
Ecoli,4271816,-,5.8,0.984,0.864,1
Ecoli,4272199,+,4.29,0.928,0.776,1
Ecoli,4272200,-,6.11,1,0.835,1
Ecoli,4272264,+,5.3,1,1,1
Ecoli,4272265,-,5.34,0.907,0.738,1
Ecoli,4272478,-,5.64,1,0.957,1
Ecoli,4272484,+,4.47,1,0.841,1
Ecoli,4272485,-,6.12,0.931,0.762,1
Ecoli,4272783,+,6.19,1,1,1
Ecoli,4272784,-,5.3,0.978,0.8,1
Ecoli,4272894,+,5.03,1,0.917,1
Ecoli,4272939,+,5.51,0.941,0.715,1
Ecoli,4272940,-,6.12,1,0.974,1
Ecoli,4272952,+,7.6,0.997,0.957,1
Ecoli,4272953,-,5.26,0.92,0.712,1
Ecoli,4272988,+,4.8,0.995,0.921,1
Ecoli,4272989,-,5.39,0.978,0.854,1
Ecoli,4272996,+,5.37,0.969,0.852,1
Ecoli,4272997,-,4.2,1,0.851,1
Ecoli,4273002,+,4.77,1,0.943,1
Ecoli,4273236,+,6.78,0.986,0.842,1
Ecoli,4273237,-,5.25,1,0.931,1
Ecoli,4273257,+,4.06,0.986,0.825,1
Ecoli,4273308,+,4.87,0.938,0.803,1
Ecoli,4273309,-,5.27,1,0.91,1
Ecoli,4273317,+,7.26,1,0.929,1
Ecoli,4273318,-,4.62,0.953,0.788,1
Ecoli,4273861,+,7.04,0.98,0.834,1
Ecoli,4273862,-,5.85,0.974,0.829,1
Ecoli,4273925,+,7.53,0.984,0.844,1
Ecoli,4273926,-,5.88,1,0.871,1
Ecoli,4274396,+,6.59,0.985,0.812,1
Ecoli,4274397,-,6.35,0.983,0.907,1
Ecoli,4274411,+,6.6,0.943,0.803,1
Ecoli,4274412,-,5.57,0.997,0.932,1
Ecoli,4274917,+,6.78,0.95,0.801,1
Ecoli,4274918,-,8.2,1,0.878,1
Ecoli,4274991,+,6.26,1,0.862,1
Ecoli,4275759,+,4.81,0.897,0.737,0.999
Ecoli,4276504,+,5.02,0.948,0.792,1
Ecoli,4276534,+,4.7,0.985,0.871,1
Ecoli,4276535,-,5.53,1,0.953,1
Ecoli,4276900,-,5.48,1,0.823,1
Ecoli,4277093,+,5.07,1,0.858,1
Ecoli,4277094,-,5.92,1,0.901,1
Ecoli,4277357,+,6.6,0.912,0.755,1
Ecoli,4277358,-,4.62,1,0.941,1
Ecoli,4277776,+,5.48,0.98,0.823,1
Ecoli,4277777,-,6.04,1,0.993,1
Ecoli,4278301,-,6.43,1,0.949,1
Ecoli,4279058,+,6.61,0.975,0.775,1
Ecoli,4279059,-,6.18,0.88,0.718,1
Ecoli,4279133,+,7.04,0.973,0.924,1
Ecoli,4279134,-,6.6,1,0.88,1
Ecoli,4279140,+,6.67,1,0.886,1
Ecoli,4279141,-,6.03,0.985,0.858,1
Ecoli,4279352,+,6.33,0.887,0.718,1
Ecoli,4279353,-,7.14,0.966,0.807,1
Ecoli,4279706,+,5.09,1,0.834,1
Ecoli,4279707,-,6.34,0.939,0.801,1
Ecoli,4279951,-,6.28,0.973,0.778,1
Ecoli,4280061,+,5.51,0.974,0.808,1
Ecoli,4280062,-,6.1,0.992,0.923,1
Ecoli,4280138,-,4.37,1,0.917,1
Ecoli,4280319,+,6.42,1,1,1
Ecoli,4280503,-,5.03,0.961,0.797,1
Ecoli,4280643,+,5.91,1,0.895,1
Ecoli,4280644,-,7.1,1,0.872,1
Ecoli,4281066,+,8.19,1,0.953,1
Ecoli,4281067,-,5.73,0.916,0.756,1
Ecoli,4281096,+,5.58,1,0.851,1
Ecoli,4281097,-,5.79,1,1,1
Ecoli,4281259,+,5.56,1,0.92,1
Ecoli,4281260,-,7.42,0.968,0.826,1
Ecoli,4281327,+,6.91,1,0.985,1
Ecoli,4281328,-,8.3,1,0.882,1
Ecoli,4281553,-,6.33,1,1,1
Ecoli,4281586,+,6.87,1,0.914,1
Ecoli,4281587,-,4.7,0.947,0.741,1
Ecoli,4282212,+,5.16,0.959,0.8,1
Ecoli,4282213,-,5.87,0.916,0.774,1
Ecoli,4282905,+,5.05,1,0.924,1
Ecoli,4283447,-,6.29,1,0.974,1
Ecoli,4283473,+,4.84,1,0.863,1
Ecoli,4283566,+,5.88,1,0.871,1
Ecoli,4283567,-,6.51,1,0.945,1
Ecoli,4283671,+,6.17,0.926,0.783,1
Ecoli,4283944,+,7.49,1,0.909,1
Ecoli,4283945,-,6.57,1,1,1
Ecoli,4284118,+,8.11,1,0.934,1
Ecoli,4284119,-,6.2,1,0.813,1
Ecoli,4284123,+,5.68,1,0.885,1
Ecoli,4284124,-,5.76,1,0.909,1
Ecoli,4284385,+,6.26,0.881,0.716,1
Ecoli,4284386,-,5.31,0.962,0.779,1
Ecoli,4284556,+,6.24,1,0.86,1
Ecoli,4284557,-,5.42,1,0.823,1
Ecoli,4284628,+,5.11,0.925,0.713,1
Ecoli,4284629,-,6.53,0.974,0.829,1
Ecoli,4284993,+,7.43,1,0.911,1
Ecoli,4284994,-,4.39,1,0.872,1
Ecoli,4285083,+,5.66,1,0.83,1
Ecoli,4285084,-,4.6,0.964,0.788,1
Ecoli,4285471,-,4.95,1,0.916,1
Ecoli,4285696,+,7.58,1,0.92,1
Ecoli,4285697,-,6.5,1,1,1
Ecoli,4285932,+,6.94,1,0.85,1
Ecoli,4285933,-,4.48,1,0.878,1
Ecoli,4286105,-,7.36,1,0.951,1
Ecoli,4286257,+,5.72,1,0.856,1
Ecoli,4286258,-,6.28,1,1,1
Ecoli,4286601,+,5.72,0.986,0.813,1
Ecoli,4286602,-,4.99,0.91,0.747,1
Ecoli,4286634,+,7.21,1,0.841,1
Ecoli,4286635,-,6.97,1,0.848,1
Ecoli,4286650,+,6.69,1,0.982,1
Ecoli,4286821,+,6.43,1,0.919,1
Ecoli,4286822,-,5,0.936,0.771,1
Ecoli,4287099,+,5.53,0.968,0.744,1
Ecoli,4287100,-,7.5,0.952,0.759,1
Ecoli,4287227,-,5.27,0.969,0.713,1
Ecoli,4287463,+,6.07,1,0.939,1
Ecoli,4287464,-,6.26,0.972,0.881,0.991
Ecoli,4287916,-,5.41,1,0.934,1
Ecoli,4287978,+,5.64,1,0.939,1
Ecoli,4287979,-,5.76,1,0.883,1
Ecoli,4287992,+,6.98,0.997,0.869,1
Ecoli,4288163,+,5.27,1,1,1
Ecoli,4288797,+,6.96,1,1,1
Ecoli,4288798,-,6.24,1,0.876,1
Ecoli,4288908,+,5.09,1,0.898,1
Ecoli,4288909,-,7.32,1,0.939,1
Ecoli,4288916,+,7.38,0.997,0.94,1
Ecoli,4288917,-,5.25,0.935,0.75,1
Ecoli,4289054,+,6.21,1,0.919,1
Ecoli,4289055,-,6.84,0.916,0.774,1
Ecoli,4289150,+,6.83,1,0.864,1
Ecoli,4289349,-,4.79,0.954,0.75,1
Ecoli,4289750,+,5.36,0.986,0.812,1
Ecoli,4290095,-,6.78,0.945,0.788,1
Ecoli,4290175,+,4.89,0.992,0.898,1
Ecoli,4290176,-,6.61,0.986,0.849,1
Ecoli,4290358,+,5.23,1,0.815,1
Ecoli,4290359,-,5.74,1,0.91,1
Ecoli,4290669,-,5.56,1,0.96,1
Ecoli,4290683,+,5.24,0.913,0.706,1
Ecoli,4290684,-,4.72,1,0.934,1
Ecoli,4290872,+,5.89,0.978,0.764,1
Ecoli,4290873,-,6.62,1,0.839,1
Ecoli,4291014,-,6.4,0.989,0.909,1
Ecoli,4291816,+,5.58,1,0.984,1
Ecoli,4291817,-,5.52,1,0.877,1
Ecoli,4291894,+,6.14,1,0.961,1
Ecoli,4291895,-,6.84,1,0.916,1
Ecoli,4291937,-,6.96,0.979,0.83,1
Ecoli,4292125,-,6.11,1,1,1
Ecoli,4292185,+,7.04,1,1,1
Ecoli,4292186,-,7.63,1,0.979,1
Ecoli,4292550,+,5.43,0.997,0.881,1
Ecoli,4292791,-,6.28,1,0.976,1
Ecoli,4292860,+,5.28,1,1,1
Ecoli,4292861,-,5.4,0.9,0.717,1
Ecoli,4293052,+,5.22,0.966,0.762,1
Ecoli,4293053,-,5.71,0.893,0.735,1
Ecoli,4293096,+,6.12,0.983,0.771,1
Ecoli,4293097,-,5.07,1,0.895,1
Ecoli,4293517,+,5.91,1,0.927,1
Ecoli,4293674,-,4.39,0.982,0.79,1
Ecoli,4293939,+,5.52,0.968,0.857,1
Ecoli,4293940,-,7.07,1,0.841,1
Ecoli,4294057,+,6.65,0.904,0.718,1
Ecoli,4294058,-,3.62,1,0.979,1
Ecoli,4294367,-,5.59,0.915,0.765,1
Ecoli,4294661,+,5.36,0.914,0.743,1
Ecoli,4294662,-,5.15,0.953,0.731,1
Ecoli,4294751,+,3.93,0.929,0.812,1
Ecoli,4294752,-,4.61,0.9,0.751,1
Ecoli,4294778,+,4.31,0.979,0.773,1
Ecoli,4294779,-,6.14,0.942,0.81,1
Ecoli,4294967,+,6.4,0.956,0.773,1
Ecoli,4294968,-,5.86,0.993,0.858,1
Ecoli,4295264,+,6.07,0.917,0.772,1
Ecoli,4295265,-,6.23,1,0.911,1
Ecoli,4295378,+,5.62,0.962,0.728,1
Ecoli,4295379,-,6.25,1,0.893,1
Ecoli,4295787,+,4.42,0.967,0.794,1
Ecoli,4295788,-,6.8,1,1,1
Ecoli,4296721,+,5.6,0.987,0.786,1
Ecoli,4296722,-,5.62,0.951,0.802,1
Ecoli,4296900,-,8.43,0.939,0.779,1
Ecoli,4297297,+,5.56,0.973,0.829,0.988
Ecoli,4297298,-,7.36,1,0.925,1
Ecoli,4297439,-,5.02,1,0.887,1
Ecoli,4297756,+,6.75,1,0.856,1
Ecoli,4297757,-,4.72,0.896,0.712,1
Ecoli,4297866,-,4.42,1,0.869,1
Ecoli,4297945,+,5.5,0.972,0.785,1
Ecoli,4297946,-,5.1,0.904,0.713,1
Ecoli,4298104,+,5.18,0.933,0.747,1
Ecoli,4298105,-,5.66,0.884,0.706,1
Ecoli,4298155,+,5.47,0.969,0.73,1
Ecoli,4298156,-,5.41,1,0.969,1
Ecoli,4298290,+,6.43,1,0.917,1
Ecoli,4298291,-,4.66,1,0.85,1
Ecoli,4298761,+,6.46,0.935,0.789,1
Ecoli,4299167,+,4.6,0.928,0.787,1
Ecoli,4299168,-,6.42,1,1,1
Ecoli,4299198,-,5.54,0.89,0.74,1
Ecoli,4299634,+,4.9,1,0.939,1
Ecoli,4299635,-,5.1,1,0.869,1
Ecoli,4300083,+,4.22,0.999,0.894,1
Ecoli,4300084,-,7.9,1,0.953,1
Ecoli,4300122,+,6.11,1,1,1
Ecoli,4300123,-,7.6,1,0.893,1
Ecoli,4300201,+,7.58,0.984,0.881,1
Ecoli,4300202,-,7.17,1,0.851,1
Ecoli,4300416,+,6.46,1,1,1
Ecoli,4300417,-,3.86,1,0.887,1
Ecoli,4300569,+,5.38,1,0.892,1
Ecoli,4300570,-,8.41,0.987,0.868,1
Ecoli,4301027,-,6.4,0.998,0.79,1
Ecoli,4301189,+,5.38,1,0.907,1
Ecoli,4301198,-,7.14,1,1,1
Ecoli,4301321,+,6.74,0.922,0.721,1
Ecoli,4301322,-,5.35,0.927,0.729,1
Ecoli,4301502,+,6.18,0.97,0.781,1
Ecoli,4301503,-,4.94,1,0.921,1
Ecoli,4301636,+,6.34,0.934,0.779,1
Ecoli,4301925,+,6.1,1,1,1
Ecoli,4301926,-,7.21,0.996,0.861,1
Ecoli,4301991,+,4.5,0.936,0.746,1
Ecoli,4301992,-,3.91,0.995,0.949,1
Ecoli,4302183,+,6.13,1,0.86,1
Ecoli,4302184,-,4.93,0.903,0.72,1
Ecoli,4302303,-,8.02,1,0.94,1
Ecoli,4302503,+,6.25,1,0.905,1
Ecoli,4302504,-,6.57,1,0.991,1
Ecoli,4302744,+,5.78,1,0.892,1
Ecoli,4302745,-,6.64,1,1,1
Ecoli,4302759,+,5.19,1,0.837,1
Ecoli,4302760,-,3.87,0.861,0.706,1
Ecoli,4302768,+,5.04,1,0.87,1
Ecoli,4302769,-,6.77,0.971,0.834,1
Ecoli,4302798,+,6.27,1,0.886,1
Ecoli,4302799,-,4.41,1,0.938,1
Ecoli,4302816,+,5.76,1,0.938,1
Ecoli,4302817,-,5.91,1,0.967,1
Ecoli,4302846,+,7.43,1,0.871,1
Ecoli,4302847,-,5.43,1,0.867,1
Ecoli,4302924,+,4.4,0.918,0.755,1
Ecoli,4302925,-,4.59,0.871,0.703,1
Ecoli,4302943,-,7.88,0.996,0.842,1
Ecoli,4303346,-,4.95,0.884,0.716,1
Ecoli,4303367,+,4.61,1,0.872,1
Ecoli,4303368,-,5.88,0.98,0.821,1
Ecoli,4303609,+,5.32,0.987,0.812,1
Ecoli,4303610,-,6.39,0.998,0.909,1
Ecoli,4303765,+,3.69,1,0.916,1
Ecoli,4304297,+,5.79,1,0.966,1
Ecoli,4304298,-,5.46,0.953,0.802,1
Ecoli,4304723,+,6.38,1,0.888,1
Ecoli,4304724,-,4.67,1,0.851,1
Ecoli,4304762,+,5.18,0.951,0.753,1
Ecoli,4306433,+,5.19,1,0.985,1
Ecoli,4307073,-,9.55,1,0.78,1
Ecoli,4307086,+,7.84,1,1,1
Ecoli,4307087,-,6.15,1,0.832,1
Ecoli,4307176,+,5.4,1,0.926,1
Ecoli,4307177,-,5.27,0.985,0.749,1
Ecoli,4307510,-,6.62,1,0.842,1
Ecoli,4308065,+,5.02,0.986,0.808,1
Ecoli,4308066,-,4.32,0.91,0.705,1
Ecoli,4308145,-,6.57,1,0.903,1
Ecoli,4308245,+,5.15,0.973,0.756,1
Ecoli,4308607,+,6.57,1,0.91,1
Ecoli,4309015,+,5.02,0.893,0.708,1
Ecoli,4309016,-,6.34,0.98,0.876,1
Ecoli,4309027,+,7.18,0.977,0.85,1
Ecoli,4309273,+,5.27,0.985,0.851,1
Ecoli,4309369,+,5.49,0.954,0.799,1
Ecoli,4309370,-,4.79,0.938,0.743,1
Ecoli,4309722,+,7,0.97,0.811,1
Ecoli,4310187,+,5.96,1,0.949,1
Ecoli,4310196,-,4.36,1,0.971,1
Ecoli,4310421,+,4.78,0.919,0.738,1
Ecoli,4310422,-,7.24,0.982,0.782,1
Ecoli,4310568,-,5.36,1,0.967,1
Ecoli,4310762,+,6.19,0.999,0.999,1
Ecoli,4310763,-,6.62,1,0.924,1
Ecoli,4310949,+,6.19,1,0.851,1
Ecoli,4310950,-,5.94,1,0.955,1
Ecoli,4311384,+,7.46,0.985,0.818,1
Ecoli,4311385,-,4.05,1,0.963,1
Ecoli,4311480,+,5.67,0.929,0.758,1
Ecoli,4311481,-,8.12,1,0.874,1
Ecoli,4311812,+,6.16,0.89,0.702,1
Ecoli,4311813,-,3.85,0.925,0.703,1
Ecoli,4312538,+,5.61,1,0.896,1
Ecoli,4312539,-,4.38,0.93,0.714,1
Ecoli,4312600,+,5.56,0.928,0.772,1
Ecoli,4312601,-,5.1,1,1,1
Ecoli,4312618,+,3.76,1,0.955,1
Ecoli,4312619,-,5.93,1,0.894,1
Ecoli,4313376,-,7.35,0.987,0.984,1
Ecoli,4314098,-,6.99,0.95,0.792,1
Ecoli,4314118,+,4.89,1,0.874,1
Ecoli,4314119,-,5.75,0.998,0.993,1
Ecoli,4314137,-,6.87,0.957,0.77,1
Ecoli,4314776,+,6.57,0.96,0.81,1
Ecoli,4314777,-,5.56,0.995,0.898,1
Ecoli,4314816,+,6.88,1,0.848,1
Ecoli,4314817,-,7.66,0.986,0.775,1
Ecoli,4314821,+,5.74,1,0.716,1
Ecoli,4314822,-,7.34,1,1,1
Ecoli,4314863,+,3.73,0.992,0.732,0.996
Ecoli,4314864,-,5.13,0.967,0.803,1
Ecoli,4314901,+,7.28,0.998,0.998,1
Ecoli,4314902,-,5.85,1,0.943,1
Ecoli,4314917,+,5.78,0.965,0.799,1
Ecoli,4314918,-,6.34,1,0.893,1
Ecoli,4314927,-,5.77,0.922,0.732,1
Ecoli,4314945,+,4.6,1,0.777,1
Ecoli,4315312,+,3.66,0.985,0.752,1
Ecoli,4315313,-,5.16,0.964,0.76,1
Ecoli,4315354,+,4.9,0.942,0.765,1
Ecoli,4315559,+,5.97,0.987,0.741,1
Ecoli,4315560,-,4,0.996,0.981,1
Ecoli,4315712,+,5.04,0.986,0.806,1
Ecoli,4315831,+,5.71,1,0.813,1
Ecoli,4315832,-,6.52,1,0.856,1
Ecoli,4316190,+,7.11,1,0.894,1
Ecoli,4316479,+,7.47,0.995,0.944,1
Ecoli,4316480,-,5.39,0.955,0.731,1
Ecoli,4316875,+,5.2,0.972,0.793,1
Ecoli,4316876,-,7.07,0.983,0.791,1
Ecoli,4316901,+,7.44,0.905,0.739,1
Ecoli,4316902,-,5.12,0.984,0.885,1
Ecoli,4317696,+,5.56,0.975,0.801,1
Ecoli,4317697,-,5.47,1,0.855,1
Ecoli,4318349,+,6.97,1,0.951,1
Ecoli,4318350,-,6.99,0.994,0.795,1
Ecoli,4318613,+,4.15,1,0.91,1
Ecoli,4318614,-,6.32,1,0.914,1
Ecoli,4318871,+,5.58,1,0.941,1
Ecoli,4318872,-,7.24,1,1,1
Ecoli,4318920,+,8.87,0.975,0.835,1
Ecoli,4318921,-,4.55,1,0.868,1
Ecoli,4319045,-,7.78,1,0.882,1
Ecoli,4319253,+,8.27,1,0.982,1
Ecoli,4319549,-,6.35,0.986,0.806,1
Ecoli,4319990,+,6.21,1,0.969,1
Ecoli,4319991,-,5.99,1,0.817,1
Ecoli,4320526,+,4.84,1,0.84,1
Ecoli,4320527,-,5.09,1,0.795,1
Ecoli,4320629,+,6.88,1,0.861,1
Ecoli,4320724,+,5.62,0.936,0.726,1
Ecoli,4320802,+,4.17,0.987,0.754,1
Ecoli,4320803,-,5.34,1,0.873,1
Ecoli,4321581,+,5.61,1,0.834,1
Ecoli,4321866,+,7.04,0.971,0.788,1
Ecoli,4321867,-,8.36,1,0.839,1
Ecoli,4322136,-,6.84,0.968,0.768,1
Ecoli,4322573,+,5.81,1,0.885,1
Ecoli,4322649,-,6.54,0.987,0.836,1
Ecoli,4322687,+,6,1,0.853,1
Ecoli,4322688,-,6.03,1,0.914,1
Ecoli,4323109,+,6.15,0.98,0.802,1
Ecoli,4323613,+,6.63,1,0.869,1
Ecoli,4323614,-,6.39,1,1,1
Ecoli,4323655,+,5.34,1,0.817,1
Ecoli,4323656,-,6.38,1,1,1
Ecoli,4323660,+,6.49,0.974,0.778,1
Ecoli,4323661,-,7.94,1,1,1
Ecoli,4323671,-,6.01,1,0.864,1
Ecoli,4323903,+,7.14,0.976,0.791,1
Ecoli,4323904,-,5.35,1,0.869,1
Ecoli,4323925,-,6.52,0.969,0.746,1
Ecoli,4323945,+,5.4,1,0.841,1
Ecoli,4323946,-,6.61,1,0.942,1
Ecoli,4323961,+,5.26,1,0.954,1
Ecoli,4323962,-,6.12,1,0.903,1
Ecoli,4323982,+,10.48,1,1,1
Ecoli,4324007,+,5.34,1,1,1
Ecoli,4324008,-,7.34,1,0.875,1
Ecoli,4324053,+,5.97,1,0.914,1
Ecoli,4324054,-,8.51,1,0.87,1
Ecoli,4325094,+,4.51,0.939,0.741,1
Ecoli,4325095,-,7,0.983,0.776,1
Ecoli,4326387,+,6.99,1,0.929,1
Ecoli,4326388,-,5.12,0.926,0.714,1
Ecoli,4326546,+,4.9,0.956,0.768,1
Ecoli,4326547,-,5.13,0.939,0.802,1
Ecoli,4326608,-,4.43,0.911,0.703,1
Ecoli,4326855,+,5.12,1,0.983,1
Ecoli,4326856,-,5.99,0.985,0.817,1
Ecoli,4327624,+,4.21,1,0.86,1
Ecoli,4327625,-,5.49,0.983,0.853,1
Ecoli,4327954,+,7.98,1,0.901,1
Ecoli,4327955,-,5.46,1,1,1
Ecoli,4328033,+,4.62,1,1,1
Ecoli,4328034,-,3.83,1,0.882,1
Ecoli,4328042,+,4.88,1,0.981,1
Ecoli,4328270,+,5,1,1,1
Ecoli,4328271,-,5.63,0.931,0.702,1
Ecoli,4328306,+,5.02,0.94,0.742,1
Ecoli,4328307,-,5.38,0.953,0.774,1
Ecoli,4328394,+,5.91,0.996,0.992,1
Ecoli,4328395,-,5.01,0.959,0.786,1
Ecoli,4328506,+,4.02,1,1,1
Ecoli,4328507,-,4.46,1,0.906,1
Ecoli,4329087,-,3.86,1,0.894,1
Ecoli,4329427,+,5.23,1,0.874,1
Ecoli,4329428,-,5.98,1,0.906,1
Ecoli,4329604,+,6.99,0.988,0.861,0.994
Ecoli,4329605,-,5.84,1,0.984,1
Ecoli,4329630,+,6.9,1,1,1
Ecoli,4329631,-,6.5,0.967,0.805,1
Ecoli,4329664,+,8.96,0.94,0.724,1
Ecoli,4329665,-,3.75,0.949,0.836,1
Ecoli,4329794,-,6.17,0.999,0.981,1
Ecoli,4330288,+,4.85,0.917,0.761,1
Ecoli,4330289,-,4.77,1,0.801,1
Ecoli,4330793,+,4.96,0.919,0.764,1
Ecoli,4330794,-,5.24,1,0.91,1
Ecoli,4330824,-,6.36,1,0.977,1
Ecoli,4330895,+,5.09,0.974,0.779,1
Ecoli,4330896,-,5.42,1,0.947,1
Ecoli,4331417,+,5.21,0.963,0.801,1
Ecoli,4331418,-,6.21,1,0.857,1
Ecoli,4331519,+,4.44,0.97,0.759,1
Ecoli,4331520,-,7.37,0.981,0.864,1
Ecoli,4331591,+,5.13,0.95,0.775,1
Ecoli,4331592,-,6.75,1,0.896,1
Ecoli,4332205,+,4.88,0.986,0.849,1
Ecoli,4332206,-,5.93,0.974,0.792,1
Ecoli,4332679,+,5.02,1,0.897,1
Ecoli,4332688,-,5.24,0.959,0.8,1
Ecoli,4332721,+,6.99,0.943,0.799,1
Ecoli,4332722,-,5.73,0.932,0.795,1
Ecoli,4332880,+,7.08,0.956,0.802,1
Ecoli,4332881,-,5.15,1,0.909,1
Ecoli,4333088,+,5.68,0.898,0.713,1
Ecoli,4333089,-,7.66,0.949,0.759,1
Ecoli,4333108,+,7.63,1,0.958,1
Ecoli,4333109,-,7.67,1,0.943,1
Ecoli,4333190,+,7.35,0.99,0.847,1
Ecoli,4333191,-,7.58,1,0.88,1
Ecoli,4333721,+,3.7,0.976,0.748,1
Ecoli,4333722,-,5.11,0.899,0.713,1
Ecoli,4334547,+,6.4,0.986,0.837,0.992
Ecoli,4334548,-,5.39,0.999,0.9,1
Ecoli,4336283,+,6.21,1,0.972,1
Ecoli,4336284,-,8.5,1,0.92,1
Ecoli,4336553,+,4.61,0.944,0.733,1
Ecoli,4336554,-,6.45,0.99,0.845,1
Ecoli,4336593,-,5.3,0.996,0.994,1
Ecoli,4336628,+,4.13,1,1,1
Ecoli,4336629,-,5.72,1,0.905,1
Ecoli,4336669,+,5.5,1,0.907,1
Ecoli,4336670,-,5.22,0.999,0.914,1
Ecoli,4336736,+,5.82,1,1,1
Ecoli,4336737,-,4.52,0.869,0.702,1
Ecoli,4337712,-,4.85,1,0.933,1
Ecoli,4338623,+,8.12,1,0.856,1
Ecoli,4338624,-,5.97,1,0.816,1
Ecoli,4339406,+,5.97,0.967,0.815,1
Ecoli,4339407,-,6.81,1,0.889,1
Ecoli,4339436,+,6.25,1,0.882,1
Ecoli,4339437,-,5.18,0.937,0.734,1
Ecoli,4339446,+,6.96,1,0.892,1
Ecoli,4339447,-,4.74,0.955,0.802,1
Ecoli,4339496,+,6.58,1,1,1
Ecoli,4339497,-,7.83,1,0.995,1
Ecoli,4339517,+,6.81,1,1,1
Ecoli,4339518,-,6.41,0.999,0.964,1
Ecoli,4339859,+,9.6,1,0.953,1
Ecoli,4339860,-,7.08,0.985,0.874,1
Ecoli,4340216,+,6.03,1,0.985,1
Ecoli,4340217,-,6.93,1,0.961,1
Ecoli,4340243,+,3.99,1,1,1
Ecoli,4340244,-,6.05,1,0.902,1
Ecoli,4340295,+,5.49,1,0.823,1
Ecoli,4340296,-,7.37,0.994,0.991,1
Ecoli,4341014,+,6.25,0.92,0.785,1
Ecoli,4341015,-,6.56,1,0.886,1
Ecoli,4341265,-,5.54,1,0.915,1
Ecoli,4341447,+,5.2,1,0.875,1
