chr,coordinate,strand,IPD_ratio,frac,fracLow,fracUp
Chr5,5067954,+,1.65,0.84,0.758,0.87
Chr5,5097538,-,3.07,0.94,0.722,1
Chr5,5103571,+,4.01,1,0.86,1
Chr5,5104776,-,6.84,1,0.849,1
Chr5,5104780,-,2.55,0.895,0.716,1
Chr5,5104911,+,4.75,0.996,0.996,0.998
Chr5,5108797,+,2.55,0.993,0.721,1
Chr5,5109959,+,3.52,1,0.903,1
Chr5,5111698,-,2.26,0.679,0.639,0.742
Chr5,5114248,+,5.45,1,0.893,1
Chr5,5114333,+,3.12,0.994,0.729,1
Chr5,5117546,+,3.44,1,0.759,1
Chr5,5117873,+,4.65,1,0.81,1
Chr5,5123964,-,1.9,0.706,0.561,0.826
Chr5,5125720,+,3.94,1,0.888,1
Chr5,5125725,-,7.45,0.998,0.997,1
Chr5,5134765,-,2.75,0.995,0.858,1
Chr5,5145270,+,2.02,1,0.74,1
Chr5,5159604,-,2.94,1,1,1
Chr5,5159747,-,2.86,1,0.745,1
Chr5,5182201,+,2.14,0.951,0.935,0.967
Chr5,5197607,+,3.06,0.991,0.98,1
Chr5,5200849,-,2.73,0.984,0.718,1
Chr5,5223345,+,3.08,1,0.708,1
Chr5,5242029,+,2.88,1,0.797,1
Chr5,5246026,+,1.66,0.666,0.471,0.763
Chr5,5248403,+,3.15,0.931,0.704,1
Chr5,5260297,-,3.69,1,0.844,1
Chr5,5267300,+,1.8,0.678,0.539,0.806
Chr5,5284064,+,2.84,1,0.816,1
Chr5,5291169,-,1.91,0.681,0.534,0.798
Chr5,5291631,-,2.39,1,1,1
Chr5,5312559,-,3.83,0.984,0.706,1
Chr5,5315048,+,3.34,1,0.811,1
Chr5,5315053,-,4.57,1,0.829,1
Chr5,5318248,-,3.69,1,0.941,1
Chr5,5324367,+,5.16,0.933,0.798,0.99
Chr5,5325522,+,1.76,0.735,0.634,0.808
Chr5,5336326,-,2.92,0.964,0.741,1
Chr5,5357464,+,1.84,0.535,0.449,0.608
Chr5,5369819,+,5.2,1,0.867,1
Chr5,5374411,+,2.56,1,0.945,1
Chr5,5378280,+,1.66,0.779,0.576,0.835
Chr5,5391815,+,2.1,0.986,0.735,1
Chr5,5396382,-,2.57,0.95,0.737,0.997
Chr5,5416129,-,1.69,0.434,0.326,0.52
Chr5,5427977,-,4.01,1,0.836,1
Chr5,5428763,-,4.15,1,0.841,1
Chr5,5433737,+,2.36,0.256,0.128,0.39
Chr5,5446511,-,4.03,0.94,0.702,1
Chr5,5452263,-,4,0.939,0.732,1
Chr5,5458532,+,3.91,0.983,0.733,1
Chr5,5463375,+,5.06,1,0.837,1
Chr5,5466043,+,4.53,1,0.803,1
Chr5,5469233,-,4.1,1,0.848,1
Chr5,5476829,-,3.57,0.998,0.997,1
Chr5,5481260,+,1.73,0.636,0.529,0.705
Chr5,5485942,-,4.25,0.99,0.748,0.997
Chr5,5513251,-,3.17,0.938,0.705,0.999
Chr5,5519897,-,3.71,1,0.984,1
Chr5,5528146,+,3.42,0.895,0.716,1
Chr5,5550538,-,3.32,0.993,0.936,1
Chr5,5583663,+,2.79,0.993,0.957,1
Chr5,5592853,+,5.69,0.992,0.915,1
Chr5,5610790,+,2.87,1,0.779,1
Chr5,5630498,+,4.91,0.934,0.711,1
Chr5,5631308,-,3.17,0.927,0.714,1
Chr5,5657737,-,3.79,1,0.933,1
Chr5,5663312,+,2.2,0.405,0.282,0.572
Chr5,5669389,+,9.92,1,1,1
Chr5,5683484,-,3.28,0.972,0.754,1
Chr5,5685122,+,5.48,1,1,1
Chr5,5687679,+,5.57,0.984,0.751,1
Chr5,5688341,-,5.18,0.994,0.938,1
Chr5,5690385,+,3.36,1,0.725,1
Chr5,5722546,+,2.01,0.985,0.737,1
Chr5,5729117,+,2.62,1,0.755,1
Chr5,5731945,+,2.7,1,0.922,1
Chr5,5748432,-,3.57,1,0.844,1
Chr5,5752611,-,4.02,1,0.984,1
Chr5,5753291,+,3.3,0.945,0.739,1
Chr5,5754047,-,3.11,1,1,1
Chr5,5761734,+,3.03,1,0.744,1
Chr5,5780616,-,4.25,1,0.806,1
Chr5,5785534,+,2.26,1,0.742,1
Chr5,5792204,+,1.74,0.582,0.465,0.7
Chr5,5792598,-,5.57,1,0.864,1
Chr5,5792782,+,1.89,0.868,0.831,0.902
Chr5,5795961,-,3.35,0.992,0.859,0.995
Chr5,5801433,-,1.73,0.789,0.726,0.839
Chr5,5814879,+,4.11,0.917,0.712,1
Chr5,5822590,-,4.17,1,0.864,1
Chr5,5831202,-,3.53,1,0.984,1
Chr5,5833737,+,1.56,0.717,0.561,0.796
Chr5,5845477,-,2.37,1,0.761,1
Chr5,5872505,+,2.66,1,1,1
Chr5,5899482,-,3.08,0.963,0.738,1
Chr5,5902953,-,2.74,0.988,0.97,1
Chr5,5907943,+,2.62,0.994,0.99,1
Chr5,5926204,-,2.66,1,0.798,1
Chr5,5929702,+,1.54,0.577,0.49,0.665
Chr5,5948551,-,4.12,0.999,0.831,1
Chr5,5969224,+,6.59,1,0.949,1
Chr5,5977564,-,4.92,1,0.712,1
Chr5,5980024,+,2.47,1,0.785,1
Chr5,5989281,+,4.04,0.991,0.854,1
Chr5,6025457,+,6.34,0.994,0.772,1
Chr5,6039591,+,3.85,1,0.802,1
Chr5,6051879,+,3.92,0.999,0.828,1
Chr5,6058142,+,3.88,1,0.921,1
Chr5,6100621,+,5.03,1,0.784,1
Chr5,6102540,+,4.04,1,0.923,1
Chr5,6104030,-,4.66,1,1,1
Chr5,6116825,+,2.49,1,1,1
Chr5,6136482,+,2.01,0.67,0.547,0.736
Chr5,6139634,+,5.67,1,0.925,1
Chr5,6148848,-,5.13,1,0.841,1
Chr5,6150375,-,3.94,1,0.76,1
Chr5,6151772,+,5.39,1,0.792,1
Chr5,6176919,+,5.5,1,0.81,1
Chr5,6189551,+,3.04,1,0.824,1
Chr5,6193447,+,5.31,0.931,0.715,1
Chr5,6194770,+,3.76,0.899,0.716,1
Chr5,6194958,+,2,0.535,0.424,0.67
Chr5,6195134,+,4.28,0.953,0.762,1
Chr5,6195485,+,2.09,0.571,0.381,0.675
Chr5,6199152,-,1.49,0.74,0.71,0.78
Chr5,6204442,+,4.25,0.999,0.735,0.999
Chr5,6228717,+,4.28,0.946,0.719,1
Chr5,6242325,+,4.55,1,0.824,1
Chr5,6279035,+,2.98,1,0.788,1
Chr5,6279328,-,4.88,1,0.937,1
Chr5,6287831,+,4.18,0.976,0.744,1
Chr5,6290280,-,1.51,0.566,0.421,0.654
Chr5,6290419,+,3.71,0.939,0.712,1
Chr5,6292655,-,2.15,0.691,0.607,0.789
Chr5,6298286,-,3.05,1,0.756,1
Chr5,6324541,-,3.69,1,0.798,1
Chr5,6324545,-,2.48,0.998,0.998,1
Chr5,6324704,-,6.85,0.983,0.844,0.99
Chr5,6325532,+,2.55,1,0.722,1
Chr5,6327634,-,2.51,0.991,0.98,1
Chr5,6328921,-,3.82,0.948,0.714,1
Chr5,6331125,+,4.59,1,0.82,1
Chr5,6331640,+,3.88,1,1,1
Chr5,6331917,-,3.96,1,0.942,1
Chr5,6335980,-,4.25,0.999,0.985,1
Chr5,6336312,-,2.74,0.99,0.748,0.994
Chr5,6341815,+,4.19,0.94,0.734,1
Chr5,6349341,+,2.64,1,0.8,1
Chr5,6349920,+,7.32,1,0.845,1
Chr5,6350620,-,4.18,1,0.764,1
Chr5,6350873,-,3.19,0.976,0.896,1
Chr5,6351145,+,3.37,1,0.782,1
Chr5,6356508,-,2.4,0.994,0.768,0.999
Chr5,6366163,+,2.88,1,0.921,1
Chr5,6376837,-,3.23,1,0.859,1
Chr5,6377059,-,4.83,1,0.845,1
Chr5,6377292,+,3.76,0.998,0.749,1
Chr5,6381657,+,5.26,1,1,1
Chr5,6381664,-,3.93,1,1,1
Chr5,6389201,+,2.81,1,1,1
Chr5,6396934,-,3.45,0.993,0.826,1
Chr5,6417902,+,2.01,1,1,1
Chr5,6438038,-,4.79,0.384,0.23,0.524
Chr5,6439548,+,5.58,1,0.892,1
Chr5,6477648,+,5.44,0.992,0.895,1
Chr5,6488756,-,2.78,0.997,0.996,0.998
Chr5,6494594,-,2.18,0.576,0.394,0.694
Chr5,6502595,+,2.56,0.668,0.497,0.786
Chr5,6506312,-,3.93,1,0.836,1
Chr5,6535289,+,3.82,1,0.795,1
Chr5,6542543,+,3.38,1,0.756,1
Chr5,6558755,-,2.65,1,0.864,1
Chr5,6566769,-,1.56,0.682,0.629,0.751
Chr5,6570539,+,3.85,0.998,0.994,1
Chr5,6623181,-,4.31,1,0.861,1
Chr5,6627311,+,4.01,0.965,0.932,1
Chr5,6645856,-,2.43,1,0.721,1
Chr5,6654710,-,2.65,0.991,0.763,1
Chr5,6654972,-,6.67,1,0.861,1
Chr5,6657419,+,8.8,0.985,0.788,1
Chr5,6685579,+,1.79,0.445,0.288,0.577
Chr5,6694309,+,2.22,1,1,1
Chr5,6697746,+,3.19,1,0.754,1
Chr5,6701876,+,3.08,1,1,1
Chr5,6701948,-,2.46,0.986,0.721,1
Chr5,6706965,-,3.76,0.976,0.721,1
Chr5,6708378,+,6.82,0.997,0.895,1
Chr5,6730010,+,1.97,0.992,0.759,0.999
Chr5,6766047,-,3.53,1,0.721,1
Chr5,6779161,+,4.26,1,0.726,1
Chr5,6781015,+,4.27,1,0.873,1
Chr5,6781024,-,2.59,0.986,0.735,1
Chr5,6807873,-,4.2,0.99,0.764,1
Chr5,6814305,+,1.61,0.43,0.297,0.544
Chr5,6827567,-,4.09,0.985,0.776,0.999
Chr5,6830546,-,2.32,1,1,1
Chr5,6846373,-,6.72,1,0.781,1
Chr5,6849632,+,1.91,0.385,0.232,0.514
Chr5,6850922,+,1.68,0.169,0.055,0.301
Chr5,6855332,-,5.6,1,0.902,1
Chr5,6856142,+,1.8,0.456,0.329,0.591
Chr5,6878568,-,4.3,1,0.872,1
Chr5,6878783,-,4.83,0.993,0.988,1
Chr5,6883250,+,4.63,1,0.88,1
Chr5,6886334,+,7.55,1,0.985,1
Chr5,6890700,-,4.19,1,0.714,1
Chr5,6897881,+,3,0.99,0.737,0.998
Chr5,6899657,-,1.77,0.682,0.573,0.774
Chr5,6930917,+,9.04,1,0.98,1
Chr5,6932822,+,3.8,0.952,0.729,1
Chr5,6933064,+,4.01,1,0.814,1
Chr5,6933145,+,5.63,0.984,0.87,1
Chr5,6945552,-,1.76,1,1,1
Chr5,6951450,+,3.25,0.952,0.715,1
Chr5,6954814,+,2.86,0.96,0.705,1
Chr5,6969587,-,2.87,1,0.705,1
Chr5,6974422,+,3.89,1,0.856,1
Chr5,6987952,+,3.36,1,0.843,1
Chr5,6989212,+,3.84,1,0.803,1
Chr5,6994932,-,3.49,1,1,1
Chr5,7009918,+,2.41,1,1,1
Chr5,7017327,+,3,0.992,0.943,1
Chr5,7019325,+,3.4,1,0.999,1
Chr5,7019604,+,2.9,1,1,1
Chr5,7019825,-,7.59,1,1,1
Chr5,7029356,-,3.62,1,0.946,1
Chr5,7051250,-,4.12,1,0.861,1
Chr5,7064736,+,4.47,1,0.943,1
Chr5,7076501,-,3.44,0.974,0.718,1
Chr5,7077363,-,1.95,0.833,0.762,0.901
Chr5,7088627,+,2.67,1,0.709,1
Chr5,7088898,+,4.27,1,0.805,1
Chr5,7101521,-,3.72,1,0.848,1
Chr5,7117146,-,3.61,1,0.713,1
Chr5,7118066,+,1.72,0.58,0.475,0.7
Chr5,7131051,+,2.23,1,1,1
Chr5,7148949,-,2.57,0.986,0.706,1
Chr5,7156859,-,2.7,0.982,0.792,1
Chr5,7157331,-,2.35,1,0.964,1
Chr5,7157368,-,3.12,0.985,0.791,1
Chr5,7207279,-,4.12,1,0.908,1
Chr5,7208050,-,1.99,0.99,0.829,0.996
Chr5,7240002,-,4.11,0.986,0.772,1
Chr5,7242823,-,2.89,0.997,0.881,0.997
Chr5,7246630,-,3.17,1,0.767,1
Chr5,7248113,-,4.56,1,1,1
Chr5,7254085,+,3.2,0.991,0.898,1
Chr5,7274886,+,3.33,0.917,0.704,1
Chr5,7275544,-,3.81,0.995,0.78,1
Chr5,7282915,+,3.02,0.976,0.702,1
Chr5,7283834,+,4.24,1,0.88,1
Chr5,7303259,+,3.58,0.982,0.747,0.999
Chr5,7309690,-,2.27,1,1,1
Chr5,7326436,-,4.85,1,1,1
Chr5,7327537,+,5.25,0.984,0.715,1
Chr5,7329657,+,3.38,1,1,1
Chr5,7332527,-,5.15,0.986,0.786,1
Chr5,7344679,-,5.71,1,0.829,1
Chr5,7360488,-,3.84,1,0.863,1
Chr5,7385192,+,3.79,0.988,0.763,0.99
Chr5,7388818,+,1.49,0.409,0.316,0.54
Chr5,7395952,-,5.12,1,0.855,1
Chr5,7400589,+,3.72,0.981,0.76,1
Chr5,7415360,+,3.23,0.914,0.706,0.984
Chr5,7415494,+,3.17,0.99,0.82,0.993
Chr5,7421184,-,2.57,1,1,1
Chr5,7438458,-,3.42,0.986,0.705,1
Chr5,7440522,+,3.69,1,0.823,1
Chr5,7441121,-,3.86,0.996,0.707,1
Chr5,7442088,+,4.58,0.954,0.73,1
Chr5,7448342,+,1.5,0.692,0.452,0.751
Chr5,7453697,-,6.52,1,0.95,1
Chr5,7453835,-,3.24,1,0.873,1
Chr5,7457504,+,7.92,1,1,1
Chr5,7467924,+,2.95,1,0.705,1
Chr5,7504914,+,2.52,1,0.977,1
Chr5,7505516,-,4.16,1,0.983,1
Chr5,7506364,-,1.74,0.252,0.113,0.392
Chr5,7506830,-,3.73,1,0.768,1
Chr5,7509288,-,5.22,1,0.79,1
Chr5,7536811,+,2.38,1,0.754,1
Chr5,7543943,+,4.84,0.99,0.809,0.995
Chr5,7548007,+,2.87,0.999,0.812,1
Chr5,7548142,+,1.88,0.733,0.576,0.873
Chr5,7552272,-,2.97,1,0.793,1
Chr5,7565826,+,2.22,0.983,0.812,1
Chr5,7574667,-,3.9,1,0.814,1
Chr5,7579042,-,1.6,0.471,0.34,0.599
Chr5,7581126,+,4.07,0.999,0.999,1
Chr5,7582126,+,4.71,1,0.787,1
Chr5,7589452,+,2.06,1,0.756,1
Chr5,7594679,-,2.52,1,0.757,1
Chr5,7611347,+,5.1,0.973,0.746,1
Chr5,7617346,+,4.37,1,0.871,1
Chr5,7620597,+,1.99,1,0.804,1
Chr5,7625955,+,1.55,0.824,0.817,0.863
Chr5,7629393,+,3.95,0.97,0.739,1
Chr5,7635244,+,4.16,0.975,0.93,1
Chr5,7639801,-,1.55,0.713,0.62,0.842
Chr5,7651519,-,3.23,0.999,0.999,1
Chr5,7658862,-,1.63,0.236,0.119,0.327
Chr5,7682098,+,5.79,1,1,1
Chr5,7711089,-,3.67,1,0.728,1
Chr5,7720902,+,4.23,1,0.763,1
Chr5,7729786,-,3.53,1,0.841,1
Chr5,7732978,-,4.93,1,0.805,1
Chr5,7739060,+,3.58,1,0.862,1
Chr5,7743240,-,5.33,1,0.798,1
Chr5,7744797,-,4.29,1,0.911,1
Chr5,7744971,-,2.27,1,0.985,1
Chr5,7745354,-,2.36,1,0.772,1
Chr5,7759225,-,3.62,1,0.964,1
Chr5,7762883,-,3.14,1,0.767,1
Chr5,7780898,+,4.67,0.937,0.707,0.997
Chr5,7784591,+,3.18,1,0.917,1
Chr5,7790895,-,7.49,0.977,0.945,1
Chr5,7791432,-,4.3,1,0.933,1
Chr5,7840389,+,3.29,1,0.776,1
Chr5,7872147,-,3.15,0.986,0.718,1
Chr5,7872726,+,1.73,0.704,0.608,0.801
Chr5,7894282,+,4.8,0.971,0.802,1
Chr5,7894291,-,3.65,1,0.896,1
Chr5,7894734,+,2.69,0.991,0.797,1
Chr5,7896274,-,2.91,1,0.743,1
Chr5,7898513,-,2.17,1,1,1
Chr5,7898870,-,3.54,0.996,0.935,1
Chr5,7898921,-,1.81,0.611,0.494,0.753
Chr5,7907797,+,5.02,1,1,1
Chr5,7910418,-,3.49,1,0.726,1
Chr5,7917524,-,3.28,0.995,0.994,1
Chr5,7920034,+,4,0.992,0.753,1
Chr5,7927577,+,5.79,0.964,0.733,1
Chr5,7933685,-,2.65,1,0.729,1
Chr5,7934001,+,3.27,1,0.755,1
Chr5,7934014,+,3.75,1,0.828,1
Chr5,7943915,+,3.23,0.959,0.72,1
Chr5,7944266,+,4.8,1,0.772,1
Chr5,7949555,-,3.55,0.999,0.942,1
Chr5,7951160,+,4.36,0.985,0.789,1
Chr5,7963632,-,2.09,1,1,1
Chr5,7966673,+,5,1,1,1
Chr5,7968826,+,3.27,0.968,0.952,0.993
Chr5,7972019,+,3.89,1,0.828,1
Chr5,7980814,-,3.7,1,1,1
Chr5,8000310,+,5.29,0.994,0.865,0.999
Chr5,8009159,+,3.13,0.946,0.703,1
Chr5,8022902,-,3.2,0.983,0.727,1
Chr5,8057475,+,5.23,0.994,0.982,1
Chr5,8060837,+,1.56,0.015,0,0.183
Chr5,8064713,+,2.43,1,0.737,1
Chr5,8066531,+,3.47,1,1,1
Chr5,8070363,-,3.9,1,0.879,1
Chr5,8077322,+,1.64,0.807,0.768,0.853
Chr5,8081017,+,3.93,0.999,0.84,1
Chr5,8092527,-,3.18,0.986,0.752,1
Chr5,8111585,+,2.12,0.995,0.738,1
Chr5,8115397,+,2.59,0.983,0.78,1
Chr5,8115543,-,4.95,1,0.975,1
Chr5,8118189,+,4.35,0.994,0.991,1
Chr5,8119602,+,2.6,0.996,0.805,1
Chr5,8130761,-,2.55,0.873,0.682,0.973
Chr5,8131200,+,7.54,0.957,0.701,1
Chr5,8136775,+,3.7,1,0.75,1
Chr5,8142955,-,2.64,1,0.793,1
Chr5,8153396,-,2.03,0.669,0.541,0.839
Chr5,8159191,-,2.62,1,0.714,1
Chr5,8184804,-,3.53,1,0.923,1
Chr5,8192911,+,3.66,1,1,1
Chr5,8199848,-,2.06,1,1,1
Chr5,8204043,-,3.54,0.992,0.986,1
Chr5,8206006,+,1.85,0.846,0.586,0.884
Chr5,8206814,+,3.75,0.999,0.855,1
Chr5,8206965,-,5.75,0.98,0.781,1
Chr5,8212583,-,3.32,1,0.808,1
Chr5,8218563,-,3.54,0.995,0.993,0.999
Chr5,8249093,-,2.71,1,1,1
Chr5,8249321,-,5.45,1,1,1
Chr5,8254322,+,4.45,1,0.851,1
Chr5,8256399,-,4.1,0.996,0.759,1
Chr5,8271703,+,2.22,0.98,0.759,1
Chr5,8293080,-,4.13,0.983,0.721,1
Chr5,8293266,-,3.97,0.974,0.731,1
Chr5,8306683,-,4.53,0.972,0.8,1
Chr5,8322268,+,5.52,0.983,0.964,1
Chr5,8322339,+,5.99,1,0.964,1
Chr5,8322374,+,2.93,1,0.887,1
Chr5,8350672,+,5.88,1,0.992,1
Chr5,8364793,+,9.07,1,0.994,1
Chr5,8367155,+,4.22,1,0.978,1
Chr5,8373340,-,3.38,1,0.875,1
Chr5,8431253,-,2.87,0.986,0.784,1
Chr5,8432226,-,1.98,0.836,0.729,0.93
Chr5,8451530,+,3.64,1,0.72,1
Chr5,8454497,-,5.07,1,1,1
Chr5,8459590,-,4.9,1,0.775,1
Chr5,8459751,+,2.88,1,1,1
Chr5,8461243,+,3.05,1,0.772,1
Chr5,8477200,+,2.96,1,0.807,1
Chr5,8478034,+,2.43,1,1,1
Chr5,8486569,+,2.64,1,1,1
Chr5,8492469,-,2.87,1,0.889,1
Chr5,8492515,+,4.16,0.969,0.738,1
Chr5,8493200,+,7.14,1,1,1
Chr5,8493213,+,1.74,0.899,0.738,1
Chr5,8493265,+,5.37,1,0.864,1
Chr5,8519850,+,3.01,0.94,0.704,1
Chr5,8526010,-,3.25,1,0.727,1
Chr5,8535994,-,4.72,1,0.851,1
Chr5,8537741,-,2.61,1,0.869,1
Chr5,8543028,+,5.22,1,1,1
Chr5,8550279,+,10.68,1,0.989,1
Chr5,8553174,+,3.05,1,0.993,1
Chr5,8555530,-,9.35,0.985,0.84,1
Chr5,8557413,-,3.83,1,0.8,1
Chr5,8564655,-,3.14,1,0.792,1
Chr5,8589063,-,11.51,0.984,0.972,1
Chr5,8604952,-,5.93,1,1,1
Chr5,8605207,+,4.08,0.994,0.989,1
Chr5,8606433,+,3.45,1,0.827,1
Chr5,8635610,-,3.41,1,0.884,1
Chr5,8639374,+,4.41,1,0.965,1
Chr5,8648767,+,4.29,1,1,1
Chr5,8648869,+,4.46,1,0.948,1
Chr5,8648878,-,10.92,0.998,0.968,1
Chr5,8656089,-,1.65,0.572,0.443,0.723
Chr5,8666907,+,6.98,1,0.952,1
Chr5,8680289,+,3.72,0.994,0.775,0.997
Chr5,8680960,+,4.52,0.963,0.887,0.99
Chr5,8686894,+,2.66,0.997,0.986,1
Chr5,8712539,-,2.75,1,0.714,1
Chr5,8716757,+,3.49,0.935,0.735,1
Chr5,8717196,+,2.84,0.983,0.717,1
Chr5,8717967,+,3.51,1,0.85,1
Chr5,8719613,+,5.99,1,0.836,1
Chr5,8724630,+,2.15,1,1,1
Chr5,8734020,-,2.03,0.539,0.398,0.656
Chr5,8734039,-,1.63,0.593,0.493,0.672
Chr5,8735424,+,3.67,1,1,1
Chr5,8772976,-,6.22,1,0.801,1
Chr5,8798740,+,2.57,1,0.716,1
Chr5,8808331,+,4.3,1,1,1
Chr5,8810841,+,4.05,1,0.938,1
Chr5,8811379,+,2.96,0.992,0.749,1
Chr5,8815295,+,2.97,1,0.965,1
Chr5,8816104,+,4.62,1,0.862,1
Chr5,8821073,+,2.77,1,0.761,1
Chr5,8823989,-,4.96,1,0.904,1
Chr5,8840385,+,1.91,1,0.79,1
Chr5,8850322,-,2.52,0.958,0.779,1
Chr5,8853479,+,3.53,1,0.883,1
Chr5,8863896,-,3.46,1,0.823,1
Chr5,8876696,+,4.11,0.988,0.815,1
Chr5,8889128,-,1.91,0.79,0.67,0.883
Chr5,8899047,-,1.79,0.677,0.596,0.816
Chr5,8905367,-,1.78,0.702,0.552,0.847
Chr5,8905380,-,5.67,1,0.872,1
Chr5,8907136,+,2.27,0.998,0.783,1
Chr5,8928440,-,16.2,1,0.832,1
Chr5,8928999,+,1.8,0.222,0.098,0.333
Chr5,8929044,+,1.86,0.286,0.146,0.428
Chr5,8929175,+,2.09,0.366,0.208,0.499
Chr5,8930379,+,1.6,0.287,0.154,0.446
Chr5,8930464,+,1.74,0.221,0.101,0.342
Chr5,8931319,+,2.39,0.902,0.729,1
Chr5,8931340,+,1.89,0.969,0.778,0.999
Chr5,8933097,-,2.56,1,0.73,1
Chr5,8934079,+,3.32,0.911,0.715,1
Chr5,8934204,-,3.38,0.991,0.984,1
Chr5,8949705,+,2.55,0.585,0.468,0.739
Chr5,8954491,-,3.22,1,0.713,1
Chr5,8960152,-,2.47,1,1,1
Chr5,8963524,+,4.48,1,0.819,1
Chr5,8967478,-,2.02,0.632,0.535,0.719
Chr5,8968618,-,4.78,1,0.75,1
Chr5,8968697,-,3.56,0.996,0.919,1
Chr5,8968887,-,4.29,1,0.804,1
Chr5,8970262,+,3.89,0.999,0.893,1
Chr5,8974715,-,4.17,0.921,0.706,1
Chr5,8979339,+,1.56,0.137,0,0.28
Chr5,8981745,+,4.3,0.908,0.718,1
Chr5,8994394,-,3.85,1,0.813,1
Chr5,9020997,+,3.96,0.989,0.843,1
Chr5,9021001,+,2.43,1,0.761,1
Chr5,9021513,+,7.23,0.934,0.736,1
Chr5,9021518,-,5.44,0.956,0.739,1
Chr5,9022576,+,4.49,0.999,0.911,1
Chr5,9061827,-,6.16,0.984,0.915,0.997
Chr5,9062320,+,2.72,0.954,0.718,1
Chr5,9062329,-,4.84,0.969,0.777,0.998
Chr5,9073691,-,3.76,0.985,0.791,1
Chr5,9085263,-,3.87,0.997,0.849,1
Chr5,9092113,-,4.19,1,0.784,1
Chr5,9093250,-,2.85,1,0.708,1
Chr5,9094479,+,4.25,0.988,0.754,1
Chr5,9110647,-,4.46,1,0.917,1
Chr5,9112875,+,1.45,0.677,0.647,0.74
Chr5,9129667,-,2.1,0.985,0.854,1
Chr5,9144071,+,6.14,0.988,0.968,0.997
Chr5,9150717,-,4.52,0.985,0.749,1
Chr5,9158548,+,2.33,0.954,0.78,1
Chr5,9158552,+,4.84,0.946,0.708,1
Chr5,9158557,-,4.55,1,0.943,1
Chr5,9160670,-,3.5,0.973,0.719,1
Chr5,9226281,+,1.66,0.75,0.647,0.839
Chr5,9231978,+,1.65,0.756,0.637,0.83
Chr5,9249494,-,1.75,0.617,0.567,0.669
Chr5,9249538,-,2.58,0.598,0.437,0.717
Chr5,9249634,-,2.71,0.41,0.287,0.556
Chr5,9249664,-,2.18,0.262,0.13,0.405
Chr5,9249805,-,1.8,0.419,0.275,0.549
Chr5,9250049,+,1.78,0.439,0.286,0.571
Chr5,9250454,+,4.37,0.979,0.815,1
Chr5,9251238,-,1.61,0.219,0.098,0.35
Chr5,9251627,+,2.03,0.392,0.261,0.535
Chr5,9251898,-,2.89,0.9,0.721,1
Chr5,9252178,+,1.69,0.361,0.225,0.519
Chr5,9252755,-,2.91,0.93,0.706,1
Chr5,9253824,+,1.57,0.679,0.647,0.711
Chr5,9254397,+,1.74,0.855,0.676,0.893
Chr5,9285781,-,3.22,1,0.841,1
Chr5,9293230,+,2.83,0.997,0.849,1
Chr5,9293333,-,1.88,0.704,0.589,0.818
Chr5,9294094,+,5.11,0.998,0.987,1
Chr5,9296208,-,3.28,1,0.773,1
Chr5,9324310,+,3.76,0.912,0.724,1
Chr5,9324315,-,3.82,0.991,0.892,1
Chr5,9345672,-,3.77,0.997,0.775,1
Chr5,9347048,+,4.01,1,0.813,1
Chr5,9349059,+,1.74,0.193,0.048,0.32
Chr5,9354317,+,2.51,1,1,1
Chr5,9393417,-,6.54,0.994,0.894,1
Chr5,9393661,+,3.42,1,0.825,1
Chr5,9393761,+,2.9,1,0.834,1
Chr5,9396980,+,5.19,1,0.929,1
Chr5,9400570,-,7.91,1,0.846,1
Chr5,9405331,+,3.1,1,0.767,1
Chr5,9405625,+,5.2,1,1,1
Chr5,9408620,-,3.83,0.989,0.878,1
Chr5,9408756,-,3.88,1,0.868,1
Chr5,9410285,-,3.38,0.968,0.714,1
Chr5,9410978,+,3.94,1,0.995,1
Chr5,9410983,-,12.98,1,0.975,1
Chr5,9411774,-,3.82,0.99,0.963,1
Chr5,9411782,-,3.02,1,0.826,1
Chr5,9412796,+,4.22,1,0.958,1
Chr5,9420653,+,4.41,1,0.733,1
Chr5,9428776,+,5.3,0.999,0.877,1
Chr5,9449521,+,1.85,0.626,0.468,0.755
Chr5,9449908,+,7.68,1,0.96,1
Chr5,9453575,+,2.97,0.939,0.726,1
Chr5,9454573,-,3.3,1,0.81,1
Chr5,9458218,-,2.85,1,1,1
Chr5,9463018,+,4.76,1,0.847,1
Chr5,9463062,-,5.62,1,0.778,1
Chr5,9463066,-,3.93,1,0.884,1
Chr5,9463145,+,3.81,0.932,0.719,1
Chr5,9468657,-,4.89,0.959,0.747,1
Chr5,9471068,+,2.99,0.999,0.805,1
Chr5,9479291,-,5.03,1,0.822,1
Chr5,9511574,+,6.82,1,0.888,1
Chr5,9513640,-,3.74,0.984,0.959,1
Chr5,9578538,-,3.19,0.987,0.731,1
Chr5,9583530,+,4.29,1,0.768,1
Chr5,9588426,-,5.81,1,0.966,1
Chr5,9631562,-,2.54,1,0.799,1
Chr5,9675567,+,3.79,1,0.758,1
Chr5,9678415,-,1.96,0.414,0.265,0.541
Chr5,9679942,+,4.19,1,0.805,1
Chr5,9680671,-,3.31,0.986,0.837,1
Chr5,9680875,+,2.52,0.929,0.705,1
Chr5,9681337,-,2.44,1,0.823,1
Chr5,9696637,+,4.03,1,0.834,1
Chr5,9697910,-,5.13,1,1,1
Chr5,9699893,+,2.34,0.949,0.728,1
Chr5,9709235,-,4.18,1,0.997,1
